Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,IWH,IWD,IWA,datetime,season,game_day,league,result,goal_diff,odds_diff,game_id
15/08/08,Bayern Munich,Hamburg,2,2,D,1.6,3.6,4.8,2008-08-15,2008/2009,1,D1,2-2,0,-3.1999999999999997,2008-08-15Bayern MunichHamburg
16/08/08,Bielefeld,Werder Bremen,2,2,D,3.6,3.2,1.9,2008-08-16,2008/2009,1,D1,2-2,0,1.7000000000000002,2008-08-16BielefeldWerder Bremen
16/08/08,Cottbus,Hoffenheim,0,3,A,2.3,3.3,2.6,2008-08-16,2008/2009,1,D1,0-3,-3,-0.30000000000000027,2008-08-16CottbusHoffenheim
16/08/08,Karlsruhe,Bochum,1,0,H,2.2,3.1,3.0,2008-08-16,2008/2009,1,D1,1-0,1,-0.7999999999999998,2008-08-16KarlsruheBochum
16/08/08,Leverkusen,Dortmund,2,3,A,2.0,3.3,3.2,2008-08-16,2008/2009,1,D1,2-3,-1,-1.2000000000000002,2008-08-16LeverkusenDortmund
16/08/08,Schalke 04,Hannover,3,0,H,1.6,3.6,4.8,2008-08-16,2008/2009,1,D1,3-0,3,-3.1999999999999997,2008-08-16Schalke 04Hannover
16/08/08,Wolfsburg,FC Koln,2,1,H,1.6,3.6,4.8,2008-08-16,2008/2009,1,D1,2-1,1,-3.1999999999999997,2008-08-16WolfsburgFC Koln
17/08/08,Ein Frankfurt,Hertha,0,2,A,2.2,3.3,2.8,2008-08-17,2008/2009,1,D1,0-2,-2,-0.5999999999999996,2008-08-17Ein FrankfurtHertha
17/08/08,M'gladbach,Stuttgart,1,3,A,2.5,3.2,2.5,2008-08-17,2008/2009,1,D1,1-3,-2,0.0,2008-08-17M'gladbachStuttgart
22/08/08,Hannover,Cottbus,0,0,D,1.65,3.5,4.5,2008-08-22,2008/2009,2,D1,0-0,0,-2.85,2008-08-22HannoverCottbus
23/08/08,Dortmund,Bayern Munich,1,1,D,2.9,3.2,2.2,2008-08-23,2008/2009,2,D1,1-1,0,0.6999999999999997,2008-08-23DortmundBayern Munich
23/08/08,Hamburg,Karlsruhe,2,1,H,1.5,3.8,5.5,2008-08-23,2008/2009,2,D1,2-1,1,-4.0,2008-08-23HamburgKarlsruhe
