Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,IWH,IWD,IWA,datetime,season,game_day,league,result,goal_diff,odds_diff,game_id
09/08/2019,Liverpool,Norwich,4,1,H,1.15,8.0,18.0,2019-08-09,2019/2020,1,E0,4-1,3,-16.85,2019-08-09LiverpoolNorwich
10/08/2019,West Ham,Man City,0,5,A,11.0,6.1,1.25,2019-08-10,2019/2020,1,E0,0-5,-5,9.75,2019-08-10West HamMan City
10/08/2019,Bournemouth,Sheffield United,1,1,D,1.97,3.55,3.8,2019-08-10,2019/2020,1,E0,1-1,0,-1.8299999999999998,2019-08-10BournemouthSheffield United
10/08/2019,Burnley,Southampton,3,0,H,2.65,3.2,2.75,2019-08-10,2019/2020,1,E0,3-0,3,-0.10000000000000009,2019-08-10BurnleySouthampton
10/08/2019,Crystal Palace,Everton,0,0,D,3.1,3.2,2.4,2019-08-10,2019/2020,1,E0,0-0,0,0.7000000000000002,2019-08-10Crystal PalaceEverton
10/08/2019,Watford,Brighton,0,3,A,1.93,3.4,4.25,2019-08-10,2019/2020,1,E0,0-3,-3,-2.3200000000000003,2019-08-10WatfordBrighton
10/08/2019,Tottenham,Aston Villa,3,1,H,1.3,5.5,9.6,2019-08-10,2019/2020,1,E0,3-1,2,-8.299999999999999,2019-08-10TottenhamAston Villa
11/08/2019,Leicester,Wolves,0,0,D,2.2,3.25,3.45,2019-08-11,2019/2020,1,E0,0-0,0,-1.25,2019-08-11LeicesterWolves
11/08/2019,Newcastle,Arsenal,0,1,A,4.4,3.85,1.77,2019-08-11,2019/2020,1,E0,0-1,-1,2.6300000000000003,2019-08-11NewcastleArsenal
11/08/2019,Man United,Chelsea,4,0,H,2.15,3.35,3.4,2019-08-11,2019/2020,2,E0,4-0,4,-1.25,2019-08-11Man UnitedChelsea
17/08/2019,Arsenal,Burnley,2,1,H,1.3,5.6,9.5,2019-08-17,2019/2020,2,E0,2-1,1,-8.2,2019-08-17ArsenalBurnley
17/08/2019,Aston Villa,Bournemouth,1,2,A,2.3,3.45,3.05,2019-08-17,2019/2020,2,E0,1-2,-1,-0.75,2019-08-17Aston VillaBournemouth
17/08/2019,Brighton,West Ham,1,1,D,2.5,3.3,2.85,2019-08-17,2019/2020,2,E0,1-1,0,-0.3500000000000001,2019-08-17BrightonWest Ham
17/08/2019,Everton,Watford,1,0,H,1.7,3.9,4.65,2019-08-17,2019/2020,2,E0,1-0,1,-2.95,2019-08-17EvertonWatford
17/08/2019,Norwich,Newcastle,3,1,H,2.2,3.35,3.35,2019-08-17,2019/2020,2,E0,3-1,2,-1.15,2019-08-17NorwichNewcastle
17/08/2019,Southampton,Liverpool,1,2,A,7.5,4.8,1.4,2019-08-17,2019/2020,2,E0,1-2,-1,6.1,2019-08-17SouthamptonLiverpool
17/08/2019,Man City,Tottenham,2,2,D,1.35,5.3,8.0,2019-08-17,2019/2020,2,E0,2-2,0,-6.65,2019-08-17Man CityTottenham
18/08/2019,Sheffield United,Crystal Palace,1,0,H,2.55,3.1,2.95,2019-08-18,2019/2020,2,E0,1-0,1,-0.40000000000000036,2019-08-18Sheffield UnitedCrystal Palace
18/08/2019,Chelsea,Leicester,1,1,D,1.73,3.75,4.9,2019-08-18,2019/2020,3,E0,1-1,0,-3.1700000000000004,2019-08-18ChelseaLeicester
19/08/2019,Wolves,Man United,1,1,D,3.25,3.3,2.25,2019-08-19,2019/2020,3,E0,1-1,0,1.0,2019-08-19WolvesMan United
23/08/2019,Aston Villa,Everton,2,0,H,3.1,3.5,2.25,2019-08-23,2019/2020,3,E0,2-0,2,0.8500000000000001,2019-08-23Aston VillaEverton
24/08/2019,Norwich,Chelsea,2,3,A,4.05,3.95,1.8,2019-08-24,2019/2020,3,E0,2-3,-1,2.25,2019-08-24NorwichChelsea
24/08/2019,Brighton,Southampton,0,2,A,2.4,3.25,3.05,2019-08-24,2019/2020,3,E0,0-2,-2,-0.6499999999999999,2019-08-24BrightonSouthampton
24/08/2019,Man United,Crystal Palace,1,2,A,1.36,4.95,8.6,2019-08-24,2019/2020,3,E0,1-2,-1,-7.239999999999999,2019-08-24Man UnitedCrystal Palace
24/08/2019,Sheffield United,Leicester,1,2,A,3.4,3.15,2.25,2019-08-24,2019/2020,3,E0,1-2,-1,1.15,2019-08-24Sheffield UnitedLeicester
24/08/2019,Watford,West Ham,1,3,A,2.1,3.6,3.4,2019-08-24,2019/2020,3,E0,1-3,-2,-1.2999999999999998,2019-08-24WatfordWest Ham
24/08/2019,Liverpool,Arsenal,3,1,H,1.5,4.7,5.7,2019-08-24,2019/2020,3,E0,3-1,2,-4.2,2019-08-24LiverpoolArsenal
25/08/2019,Bournemouth,Man City,1,3,A,15.0,6.5,1.2,2019-08-25,2019/2020,4,E0,1-3,-2,13.8,2019-08-25BournemouthMan City
