Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,IWH,IWD,IWA,datetime,season,game_day,league,result,goal_diff,odds_diff,game_id
16/08/2019,Ath Bilbao,Barcelona,1,0,H,5.0,3.8,1.7,2019-08-16,2019/2020,1,SP1,1-0,1,3.3,2019-08-16Ath BilbaoBarcelona
17/08/2019,Celta,Real Madrid,1,3,A,5.3,4.2,1.6,2019-08-17,2019/2020,1,SP1,1-3,-2,3.6999999999999997,2019-08-17CeltaReal Madrid
17/08/2019,Valencia,Sociedad,1,1,D,1.67,3.75,5.3,2019-08-17,2019/2020,1,SP1,1-1,0,-3.63,2019-08-17ValenciaSociedad
17/08/2019,Mallorca,Eibar,2,1,H,2.9,3.1,2.6,2019-08-17,2019/2020,1,SP1,2-1,1,0.2999999999999998,2019-08-17MallorcaEibar
17/08/2019,Leganes,Osasuna,0,1,A,2.05,3.1,4.05,2019-08-17,2019/2020,1,SP1,0-1,-1,-2.0,2019-08-17LeganesOsasuna
17/08/2019,Villarreal,Granada,4,4,D,1.63,4.0,5.5,2019-08-17,2019/2020,1,SP1,4-4,0,-3.87,2019-08-17VillarrealGranada
18/08/2019,Alaves,Levante,1,0,H,2.2,3.25,3.4,2019-08-18,2019/2020,1,SP1,1-0,1,-1.1999999999999997,2019-08-18AlavesLevante
18/08/2019,Espanol,Sevilla,0,2,A,3.1,3.4,2.3,2019-08-18,2019/2020,1,SP1,0-2,-2,0.8000000000000003,2019-08-18EspanolSevilla
18/08/2019,Betis,Valladolid,1,2,A,1.63,3.75,5.7,2019-08-18,2019/2020,1,SP1,1-2,-1,-4.07,2019-08-18BetisValladolid
18/08/2019,Ath Madrid,Getafe,1,0,H,1.45,4.4,7.2,2019-08-18,2019/2020,2,SP1,1-0,1,-5.75,2019-08-18Ath MadridGetafe
23/08/2019,Granada,Sevilla,0,1,A,3.95,3.6,1.9,2019-08-23,2019/2020,2,SP1,0-1,-1,2.0500000000000003,2019-08-23GranadaSevilla
23/08/2019,Levante,Villarreal,2,1,H,2.6,3.55,2.6,2019-08-23,2019/2020,2,SP1,2-1,1,0.0,2019-08-23LevanteVillarreal
24/08/2019,Osasuna,Eibar,0,0,D,2.55,3.15,2.9,2019-08-24,2019/2020,2,SP1,0-0,0,-0.3500000000000001,2019-08-24OsasunaEibar
24/08/2019,Real Madrid,Valladolid,1,1,D,1.2,6.8,13.5,2019-08-24,2019/2020,2,SP1,1-1,0,-12.3,2019-08-24Real MadridValladolid
24/08/2019,Celta,Valencia,1,0,H,3.2,3.4,2.25,2019-08-24,2019/2020,2,SP1,1-0,1,0.9500000000000002,2019-08-24CeltaValencia
24/08/2019,Getafe,Ath Bilbao,1,1,D,2.65,2.9,3.05,2019-08-24,2019/2020,2,SP1,1-1,0,-0.3999999999999999,2019-08-24GetafeAth Bilbao
25/08/2019,Alaves,Espanol,0,0,D,2.55,3.05,3.0,2019-08-25,2019/2020,2,SP1,0-0,0,-0.4500000000000002,2019-08-25AlavesEspanol
25/08/2019,Mallorca,Sociedad,0,1,A,3.0,3.25,2.45,2019-08-25,2019/2020,2,SP1,0-1,-1,0.5499999999999998,2019-08-25MallorcaSociedad
25/08/2019,Leganes,Ath Madrid,0,1,A,5.2,3.3,1.8,2019-08-25,2019/2020,3,SP1,0-1,-1,3.4000000000000004,2019-08-25LeganesAth Madrid
25/08/2019,Barcelona,Betis,5,2,H,1.25,6.1,11.0,2019-08-25,2019/2020,3,SP1,5-2,3,-9.75,2019-08-25BarcelonaBetis
30/08/2019,Sevilla,Celta,1,1,D,1.57,4.3,5.5,2019-08-30,2019/2020,3,SP1,1-1,0,-3.9299999999999997,2019-08-30SevillaCelta
30/08/2019,Ath Bilbao,Sociedad,2,0,H,2.2,3.2,3.5,2019-08-30,2019/2020,3,SP1,2-0,2,-1.2999999999999998,2019-08-30Ath BilbaoSociedad
31/08/2019,Osasuna,Barcelona,2,2,D,9.6,5.5,1.3,2019-08-31,2019/2020,3,SP1,2-2,0,8.299999999999999,2019-08-31OsasunaBarcelona
31/08/2019,Getafe,Alaves,1,1,D,1.8,3.3,5.0,2019-08-31,2019/2020,3,SP1,1-1,0,-3.2,2019-08-31GetafeAlaves
31/08/2019,Levante,Valladolid,2,0,H,2.05,3.4,3.65,2019-08-31,2019/2020,3,SP1,2-0,2,-1.6,2019-08-31LevanteValladolid
31/08/2019,Betis,Leganes,2,1,H,1.9,3.3,4.5,2019-08-31,2019/2020,3,SP1,2-1,1,-2.6,2019-08-31BetisLeganes
01/09/2019,Valencia,Mallorca,2,0,H,1.45,4.5,7.0,2019-09-01,2019/2020,3,SP1,2-0,2,-5.55,2019-09-01ValenciaMallorca
01/09/2019,Ath Madrid,Eibar,3,2,H,1.37,4.3,11.0,2019-09-01,2019/2020,4,SP1,3-2,1,-9.629999999999999,2019-09-01Ath MadridEibar
01/09/2019,Espanol,Granada,0,3,A,1.95,3.4,4.1,2019-09-01,2019/2020,4,SP1,0-3,-3,-2.1499999999999995,2019-09-01EspanolGranada
01/09/2019,Villarreal,Real Madrid,2,2,D,3.65,4.1,1.87,2019-09-01,2019/2020,4,SP1,2-2,0,1.7799999999999998,2019-09-01VillarrealReal Madrid
13/09/2019,Mallorca,Ath Bilbao,0,0,D,3.65,3.0,2.25,2019-09-13,2019/2020,4,SP1,0-0,0,1.4,2019-09-13MallorcaAth Bilbao
14/09/2019,Real Madrid,Levante,3,2,H,1.27,6.4,9.3,2019-09-14,2019/2020,4,SP1,3-2,1,-8.030000000000001,2019-09-14Real MadridLevante
14/09/2019,Leganes,Villarreal,0,3,A,2.5,3.1,3.05,2019-09-14,2019/2020,4,SP1,0-3,-3,-0.5499999999999998,2019-09-14LeganesVillarreal
14/09/2019,Sociedad,Ath Madrid,2,0,H,3.75,3.1,2.15,2019-09-14,2019/2020,4,SP1,2-0,2,1.6,2019-09-14SociedadAth Madrid
