Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,IWH,IWD,IWA,datetime,season,game_day,league,result,goal_diff,odds_diff,game_id
11/08/2017,Arsenal,Leicester,4,3,H,1.47,4.5,6.5,2017-08-11,2017/2018,1,E0,4-3,1,-5.03,2017-08-11ArsenalLeicester
12/08/2017,Brighton,Man City,0,2,A,8.0,5.3,1.35,2017-08-12,2017/2018,1,E0,0-2,-2,6.65,2017-08-12BrightonMan City
12/08/2017,Chelsea,Burnley,2,3,A,1.22,6.2,13.5,2017-08-12,2017/2018,1,E0,2-3,-1,-12.28,2017-08-12ChelseaBurnley
12/08/2017,Crystal Palace,Huddersfield,0,3,A,1.85,3.5,4.3,2017-08-12,2017/2018,1,E0,0-3,-3,-2.4499999999999997,2017-08-12Crystal PalaceHuddersfield
12/08/2017,Everton,Stoke,1,0,H,1.7,3.7,5.0,2017-08-12,2017/2018,1,E0,1-0,1,-3.3,2017-08-12EvertonStoke
12/08/2017,Southampton,Swansea,0,0,D,1.65,3.8,5.3,2017-08-12,2017/2018,1,E0,0-0,0,-3.65,2017-08-12SouthamptonSwansea
12/08/2017,Watford,Liverpool,3,3,D,5.5,4.0,1.6,2017-08-12,2017/2018,1,E0,3-3,0,3.9,2017-08-12WatfordLiverpool
12/08/2017,West Brom,Bournemouth,1,0,H,2.3,3.3,3.15,2017-08-12,2017/2018,1,E0,1-0,1,-0.8500000000000001,2017-08-12West BromBournemouth
13/08/2017,Man United,West Ham,4,0,H,1.33,5.3,8.7,2017-08-13,2017/2018,1,E0,4-0,4,-7.369999999999999,2017-08-13Man UnitedWest Ham
13/08/2017,Newcastle,Tottenham,0,2,A,4.8,3.6,1.75,2017-08-13,2017/2018,2,E0,0-2,-2,3.05,2017-08-13NewcastleTottenham
19/08/2017,Bournemouth,Watford,0,2,A,1.9,3.5,4.1,2017-08-19,2017/2018,2,E0,0-2,-2,-2.1999999999999997,2017-08-19BournemouthWatford
19/08/2017,Burnley,West Brom,0,1,A,2.4,3.2,3.05,2017-08-19,2017/2018,2,E0,0-1,-1,-0.6499999999999999,2017-08-19BurnleyWest Brom
19/08/2017,Leicester,Brighton,2,0,H,1.75,3.6,4.8,2017-08-19,2017/2018,2,E0,2-0,2,-3.05,2017-08-19LeicesterBrighton
19/08/2017,Liverpool,Crystal Palace,1,0,H,1.35,5.3,8.0,2017-08-19,2017/2018,2,E0,1-0,1,-6.65,2017-08-19LiverpoolCrystal Palace
19/08/2017,Southampton,West Ham,3,2,H,1.75,3.6,4.8,2017-08-19,2017/2018,2,E0,3-2,1,-3.05,2017-08-19SouthamptonWest Ham
19/08/2017,Stoke,Arsenal,1,0,H,4.8,3.6,1.75,2017-08-19,2017/2018,2,E0,1-0,1,3.05,2017-08-19StokeArsenal
19/08/2017,Swansea,Man United,0,4,A,7.5,4.8,1.4,2017-08-19,2017/2018,2,E0,0-4,-4,6.1,2017-08-19SwanseaMan United
20/08/2017,Huddersfield,Newcastle,1,0,H,2.3,3.3,3.15,2017-08-20,2017/2018,2,E0,1-0,1,-0.8500000000000001,2017-08-20HuddersfieldNewcastle
20/08/2017,Tottenham,Chelsea,1,2,A,2.1,3.4,3.5,2017-08-20,2017/2018,3,E0,1-2,-1,-1.4,2017-08-20TottenhamChelsea
21/08/2017,Man City,Everton,1,1,D,1.35,5.3,8.0,2017-08-21,2017/2018,3,E0,1-1,0,-6.65,2017-08-21Man CityEverton
26/08/2017,Bournemouth,Man City,1,2,A,9.0,6.0,1.3,2017-08-26,2017/2018,3,E0,1-2,-1,7.7,2017-08-26BournemouthMan City
26/08/2017,Crystal Palace,Swansea,0,2,A,1.9,3.5,4.1,2017-08-26,2017/2018,3,E0,0-2,-2,-2.1999999999999997,2017-08-26Crystal PalaceSwansea
26/08/2017,Huddersfield,Southampton,0,0,D,3.15,3.3,2.3,2017-08-26,2017/2018,3,E0,0-0,0,0.8500000000000001,2017-08-26HuddersfieldSouthampton
26/08/2017,Man United,Leicester,2,0,H,1.25,6.0,11.0,2017-08-26,2017/2018,3,E0,2-0,2,-9.75,2017-08-26Man UnitedLeicester
26/08/2017,Newcastle,West Ham,3,0,H,2.3,3.3,3.15,2017-08-26,2017/2018,3,E0,3-0,3,-0.8500000000000001,2017-08-26NewcastleWest Ham
26/08/2017,Watford,Brighton,0,0,D,1.85,3.5,4.3,2017-08-26,2017/2018,3,E0,0-0,0,-2.4499999999999997,2017-08-26WatfordBrighton
27/08/2017,Chelsea,Everton,2,0,H,1.45,4.5,7.0,2017-08-27,2017/2018,3,E0,2-0,2,-5.55,2017-08-27ChelseaEverton
