game_id,HomeTeam,AwayTeam,home_score,away_score,season,datetime,elo_home,elo_away
2018-10-29TottenhamMan City,Tottenham,Man City,0.0,1.0,2018/2019,2018-10-29,1181.2114561085739,1544.5893712062998
2018-11-03ArsenalLiverpool,Arsenal,Liverpool,1.0,1.0,2018/2019,2018-11-03,1025.1988417893067,1161.2084347923753
2018-11-03BournemouthMan United,Bournemouth,Man United,1.0,2.0,2018/2019,2018-11-03,682.3823701472754,1026.2495844810678
2018-11-03CardiffLeicester,Cardiff,Leicester,0.0,1.0,2018/2019,2018-11-03,377.1244527147182,607.7645871132535
2018-11-03EvertonBrighton,Everton,Brighton,3.0,1.0,2018/2019,2018-11-03,715.6467377361712,819.2207569456164
2018-11-03NewcastleWatford,Newcastle,Watford,1.0,0.0,2018/2019,2018-11-03,709.1429716438853,573.4302231558745
2018-11-03West HamBurnley,West Ham,Burnley,4.0,2.0,2018/2019,2018-11-03,549.8935415701341,648.2640977770961
2018-11-03WolvesTottenham,Wolves,Tottenham,2.0,3.0,2018/2019,2018-11-03,473.8298893569755,1171.3669980091126
2018-11-04ChelseaCrystal Palace,Chelsea,Crystal Palace,3.0,1.0,2018/2019,2018-11-04,1072.1176727932148,706.0237793673042
2018-11-04Man CitySouthampton,Man City,Southampton,6.0,1.0,2018/2019,2018-11-04,1550.4957234118729,519.7381686128175
2018-11-05HuddersfieldFulham,Huddersfield,Fulham,1.0,0.0,2018/2019,2018-11-05,468.0777220285239,363.44261069827803
2018-11-10CardiffBrighton,Cardiff,Brighton,2.0,1.0,2018/2019,2018-11-10,393.54618511987746,810.333219702251
2018-11-10Crystal PalaceTottenham,Crystal Palace,Tottenham,0.0,1.0,2018/2019,2018-11-10,710.1059171338986,1166.22817919912
2018-11-10HuddersfieldWest Ham,Huddersfield,West Ham,1.0,1.0,2018/2019,2018-11-10,465.5241684437587,549.3998218925885
2018-11-10LeicesterBurnley,Leicester,Burnley,0.0,0.0,2018/2019,2018-11-10,607.8628370538055,644.2493375200823
2018-11-10NewcastleBournemouth,Newcastle,Bournemouth,2.0,1.0,2018/2019,2018-11-10,711.168600970727,679.3883297277416
2018-11-10SouthamptonWatford,Southampton,Watford,1.0,1.0,2018/2019,2018-11-10,518.6419400382476,576.0773192510385
2018-11-11ArsenalWolves,Arsenal,Wolves,1.0,1.0,2018/2019,2018-11-11,1030.5179077730227,472.6416989516599
2018-11-11ChelseaEverton,Chelsea,Everton,0.0,0.0,2018/2019,2018-11-11,1070.1379679400904,716.6690086103106
2018-11-11LiverpoolFulham,Liverpool,Fulham,2.0,0.0,2018/2019,2018-11-11,1162.365706522558,358.3395306100301
2018-11-11Man CityMan United,Man City,Man United,3.0,1.0,2018/2019,2018-11-11,1547.4228365699328,1023.5850509811037
2018-11-24BrightonLeicester,Brighton,Leicester,1.0,1.0,2018/2019,2018-11-24,806.3677274255017,606.4427073073549
2018-11-24EvertonCardiff,Everton,Cardiff,1.0,0.0,2018/2019,2018-11-24,715.7055459490837,393.3844569188051
2018-11-24FulhamSouthampton,Fulham,Southampton,3.0,2.0,2018/2019,2018-11-24,359.9459103306255,514.4035025749971
2018-11-24Man UnitedCrystal Palace,Man United,Crystal Palace,0.0,0.0,2018/2019,2018-11-24,1018.1780665429478,712.0787962858304
2018-11-24TottenhamChelsea,Tottenham,Chelsea,3.0,1.0,2018/2019,2018-11-24,1166.6457965322136,1068.261578025662
2018-11-24WatfordLiverpool,Watford,Liverpool,0.0,3.0,2018/2019,2018-11-24,579.1638939477214,1160.4233924648297
2018-11-24West HamMan City,West Ham,Man City,0.0,4.0,2018/2019,2018-11-24,539.6905570732508,1548.4366195019627
2018-11-25BournemouthArsenal,Bournemouth,Arsenal,1.0,2.0,2018/2019,2018-11-25,682.3544223100512,1028.7377517297605
2018-11-25WolvesHuddersfield,Wolves,Huddersfield,0.0,2.0,2018/2019,2018-11-25,468.6060514359679,469.93978620532425
2018-11-26BurnleyNewcastle,Burnley,Newcastle,1.0,2.0,2018/2019,2018-11-26,639.9283406809108,714.1249122866459
2018-11-30CardiffWolves,Cardiff,Wolves,2.0,1.0,2018/2019,2018-11-30,392.70926177143656,468.3064700197019
2018-12-01Crystal PalaceBurnley,Crystal Palace,Burnley,2.0,0.0,2018/2019,2018-12-01,720.9759521318374,631.0577683605012
2018-12-01HuddersfieldBrighton,Huddersfield,Brighton,1.0,2.0,2018/2019,2018-12-01,472.94208941305095,802.1688998571587
2018-12-01LeicesterWatford,Leicester,Watford,2.0,0.0,2018/2019,2018-12-01,613.8102837914557,571.4558372441222
2018-12-01Man CityBournemouth,Man City,Bournemouth,3.0,1.0,2018/2019,2018-12-01,1547.7061380120101,684.4335608788537
2018-12-01NewcastleWest Ham,Newcastle,West Ham,0.0,3.0,2018/2019,2018-12-01,720.9497955053131,542.1059808992131
2018-12-01SouthamptonMan United,Southampton,Man United,2.0,2.0,2018/2019,2018-12-01,513.1515820661044,1014.6823833764232
2018-12-02ArsenalTottenham,Arsenal,Tottenham,4.0,2.0,2018/2019,2018-12-02,1039.1271952350912,1153.0893599169995
2018-12-02ChelseaFulham,Chelsea,Fulham,2.0,0.0,2018/2019,2018-12-02,1066.4924523634456,359.0620983383311
2018-12-02LiverpoolEverton,Liverpool,Everton,1.0,0.0,2018/2019,2018-12-02,1161.8656338909618,714.8237822301992
2018-12-04BournemouthHuddersfield,Bournemouth,Huddersfield,2.0,1.0,2018/2019,2018-12-04,683.905210060262,471.0764682116889
2018-12-04BrightonCrystal Palace,Brighton,Crystal Palace,3.0,1.0,2018/2019,2018-12-04,795.7392223579623,702.4270432477053
2018-12-04WatfordMan City,Watford,Man City,1.0,2.0,2018/2019,2018-12-04,572.1987683016231,1549.8555427976023
2018-12-04West HamCardiff,West Ham,Cardiff,3.0,1.0,2018/2019,2018-12-04,548.9325815143011,399.86596613421034
