Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,IWH,IWD,IWA,datetime,season,game_day,league,result,goal_diff,odds_diff,game_id
09/08/13,Bayern Munich,M'gladbach,3,1,H,1.2,5.8,13.0,2013-08-09,2013/2014,1,D1,3-1,2,-11.8,2013-08-09Bayern MunichM'gladbach
10/08/13,Augsburg,Dortmund,0,4,A,6.1,4.0,1.5,2013-08-10,2013/2014,1,D1,0-4,-4,4.6,2013-08-10AugsburgDortmund
10/08/13,Braunschweig,Werder Bremen,0,1,A,2.7,3.4,2.4,2013-08-10,2013/2014,1,D1,0-1,-1,0.30000000000000027,2013-08-10BraunschweigWerder Bremen
10/08/13,Hannover,Wolfsburg,2,0,H,2.4,3.3,2.75,2013-08-10,2013/2014,1,D1,2-0,2,-0.3500000000000001,2013-08-10HannoverWolfsburg
10/08/13,Hertha,Ein Frankfurt,6,1,H,2.2,3.3,3.1,2013-08-10,2013/2014,1,D1,6-1,5,-0.8999999999999999,2013-08-10HerthaEin Frankfurt
10/08/13,Hoffenheim,Nurnberg,2,2,D,2.0,3.4,3.5,2013-08-10,2013/2014,1,D1,2-2,0,-1.5,2013-08-10HoffenheimNurnberg
10/08/13,Leverkusen,Freiburg,3,1,H,1.4,4.4,7.3,2013-08-10,2013/2014,1,D1,3-1,2,-5.9,2013-08-10LeverkusenFreiburg
11/08/13,Mainz,Stuttgart,3,2,H,2.4,3.4,2.7,2013-08-11,2013/2014,1,D1,3-2,1,-0.30000000000000027,2013-08-11MainzStuttgart
11/08/13,Schalke 04,Hamburg,3,3,D,1.6,3.7,5.4,2013-08-11,2013/2014,1,D1,3-3,0,-3.8000000000000003,2013-08-11Schalke 04Hamburg
17/08/13,Ein Frankfurt,Bayern Munich,0,1,A,7.6,4.8,1.35,2013-08-17,2013/2014,2,D1,0-1,-1,6.25,2013-08-17Ein FrankfurtBayern Munich
17/08/13,Freiburg,Mainz,1,2,A,2.3,3.3,2.9,2013-08-17,2013/2014,2,D1,1-2,-1,-0.6000000000000001,2013-08-17FreiburgMainz
17/08/13,Hamburg,Hoffenheim,1,5,A,2.0,3.4,3.5,2013-08-17,2013/2014,2,D1,1-5,-4,-1.5,2013-08-17HamburgHoffenheim
17/08/13,M'gladbach,Hannover,3,0,H,1.85,3.45,4.0,2013-08-17,2013/2014,2,D1,3-0,3,-2.15,2013-08-17M'gladbachHannover
17/08/13,Stuttgart,Leverkusen,0,1,A,3.1,3.3,2.2,2013-08-17,2013/2014,2,D1,0-1,-1,0.8999999999999999,2013-08-17StuttgartLeverkusen
17/08/13,Werder Bremen,Augsburg,1,0,H,1.8,3.5,4.2,2013-08-17,2013/2014,2,D1,1-0,1,-2.4000000000000004,2013-08-17Werder BremenAugsburg
17/08/13,Wolfsburg,Schalke 04,4,0,H,2.55,3.4,2.55,2013-08-17,2013/2014,2,D1,4-0,4,0.0,2013-08-17WolfsburgSchalke 04
18/08/13,Dortmund,Braunschweig,2,1,H,1.17,6.5,14.0,2013-08-18,2013/2014,2,D1,2-1,1,-12.83,2013-08-18DortmundBraunschweig
