Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,IWH,IWD,IWA,datetime,season,game_day,league,result,goal_diff,odds_diff,game_id
09/09/11,Milan,Lazio,2,2,D,1.6,3.6,5.0,2011-09-09,2011/2012,1,I1,2-2,0,-3.4,2011-09-09MilanLazio
10/09/11,Cesena,Napoli,1,3,A,3.1,3.1,2.2,2011-09-10,2011/2012,1,I1,1-3,-2,0.8999999999999999,2011-09-10CesenaNapoli
11/09/11,Catania,Siena,0,0,D,2.1,3.2,3.2,2011-09-11,2011/2012,1,I1,0-0,0,-1.1,2011-09-11CataniaSiena
11/09/11,Chievo,Novara,2,2,D,1.8,3.3,4.2,2011-09-11,2011/2012,1,I1,2-2,0,-2.4000000000000004,2011-09-11ChievoNovara
11/09/11,Fiorentina,Bologna,2,0,H,1.7,3.4,4.6,2011-09-11,2011/2012,1,I1,2-0,2,-2.8999999999999995,2011-09-11FiorentinaBologna
11/09/11,Genoa,Atalanta,2,2,D,1.75,3.3,4.5,2011-09-11,2011/2012,1,I1,2-2,0,-2.75,2011-09-11GenoaAtalanta
11/09/11,Juventus,Parma,4,1,H,1.4,4.1,7.0,2011-09-11,2011/2012,1,I1,4-1,3,-5.6,2011-09-11JuventusParma
11/09/11,Lecce,Udinese,0,2,A,2.8,3.2,2.3,2011-09-11,2011/2012,1,I1,0-2,-2,0.5,2011-09-11LecceUdinese
11/09/11,Palermo,Inter,4,3,H,3.4,3.2,2.0,2011-09-11,2011/2012,1,I1,4-3,1,1.4,2011-09-11PalermoInter
11/09/11,Roma,Cagliari,1,2,A,1.45,3.9,6.5,2011-09-11,2011/2012,2,I1,1-2,-1,-5.05,2011-09-11RomaCagliari
17/09/11,Cagliari,Novara,2,1,H,1.65,3.5,4.6,2011-09-17,2011/2012,2,I1,2-1,1,-2.9499999999999997,2011-09-17CagliariNovara
17/09/11,Inter,Roma,0,0,D,1.9,3.3,3.7,2011-09-17,2011/2012,2,I1,0-0,0,-1.8000000000000003,2011-09-17InterRoma
18/09/11,Atalanta,Palermo,1,0,H,2.55,3.2,2.55,2011-09-18,2011/2012,2,I1,1-0,1,0.0,2011-09-18AtalantaPalermo
18/09/11,Bologna,Lecce,0,2,A,1.85,3.3,3.9,2011-09-18,2011/2012,2,I1,0-2,-2,-2.05,2011-09-18BolognaLecce
18/09/11,Catania,Cesena,1,0,H,2.0,3.15,3.45,2011-09-18,2011/2012,2,I1,1-0,1,-1.4500000000000002,2011-09-18CataniaCesena
18/09/11,Lazio,Genoa,1,2,A,1.6,3.6,5.0,2011-09-18,2011/2012,2,I1,1-2,-1,-3.4,2011-09-18LazioGenoa
18/09/11,Napoli,Milan,3,1,H,2.55,3.2,2.55,2011-09-18,2011/2012,2,I1,3-1,2,0.0,2011-09-18NapoliMilan
18/09/11,Parma,Chievo,2,1,H,2.0,3.15,3.45,2011-09-18,2011/2012,2,I1,2-1,1,-1.4500000000000002,2011-09-18ParmaChievo
18/09/11,Siena,Juventus,0,1,A,4.4,3.5,1.7,2011-09-18,2011/2012,3,I1,0-1,-1,2.7,2011-09-18SienaJuventus
18/09/11,Udinese,Fiorentina,2,0,H,1.9,3.3,3.7,2011-09-18,2011/2012,3,I1,2-0,2,-1.8000000000000003,2011-09-18UdineseFiorentina
20/09/11,Novara,Inter,3,1,H,4.4,3.5,1.7,2011-09-20,2011/2012,3,I1,3-1,2,2.7,2011-09-20NovaraInter
21/09/11,Cesena,Lazio,1,2,A,3.0,3.1,2.25,2011-09-21,2011/2012,3,I1,1-2,-1,0.75,2011-09-21CesenaLazio
21/09/11,Chievo,Napoli,1,0,H,3.2,3.2,2.1,2011-09-21,2011/2012,3,I1,1-0,1,1.1,2011-09-21ChievoNapoli
21/09/11,Fiorentina,Parma,3,0,H,1.75,3.3,4.4,2011-09-21,2011/2012,3,I1,3-0,3,-2.6500000000000004,2011-09-21FiorentinaParma
21/09/11,Genoa,Catania,3,0,H,1.75,3.4,4.3,2011-09-21,2011/2012,3,I1,3-0,3,-2.55,2011-09-21GenoaCatania
21/09/11,Juventus,Bologna,1,1,D,1.35,4.5,7.3,2011-09-21,2011/2012,3,I1,1-1,0,-5.949999999999999,2011-09-21JuventusBologna
21/09/11,Lecce,Atalanta,1,2,A,2.4,3.2,2.7,2011-09-21,2011/2012,3,I1,1-2,-1,-0.30000000000000027,2011-09-21LecceAtalanta
21/09/11,Milan,Udinese,1,1,D,1.65,3.5,4.6,2011-09-21,2011/2012,4,I1,1-1,0,-2.9499999999999997,2011-09-21MilanUdinese
21/09/11,Palermo,Cagliari,3,2,H,1.8,3.3,4.1,2011-09-21,2011/2012,4,I1,3-2,1,-2.3,2011-09-21PalermoCagliari
22/09/11,Roma,Siena,1,1,D,1.5,3.8,5.7,2011-09-22,2011/2012,4,I1,1-1,0,-4.2,2011-09-22RomaSiena
24/09/11,Bologna,Inter,1,3,A,3.4,3.2,2.0,2011-09-24,2011/2012,4,I1,1-3,-2,1.4,2011-09-24BolognaInter
24/09/11,Milan,Cesena,1,0,H,1.3,4.8,8.5,2011-09-24,2011/2012,4,I1,1-0,1,-7.2,2011-09-24MilanCesena
24/09/11,Napoli,Fiorentina,0,0,D,1.7,3.5,4.4,2011-09-24,2011/2012,4,I1,0-0,0,-2.7,2011-09-24NapoliFiorentina
25/09/11,Atalanta,Novara,2,1,H,1.8,3.3,4.1,2011-09-25,2011/2012,4,I1,2-1,1,-2.3,2011-09-25AtalantaNovara
