game_id,team1,team2,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,MappedHomeTeam,MappedAwayTeam,season,datetime,league,game_day,HomeTeam,AwayTeam,FTHG,FTAG,IWH,IWD,IWA,goal_diff,odds_diff,result
2016-08-26Bayern MunichWerder Bremen,Bayern Munich,Werder Bremen,93.89,64.54,0.9443,0.0098,0.0459,3.04,0.41,Bayern Munich,Werder Bremen,2016/2017,2016-08-26,D1,1.0,Bayern Munich,Werder Bremen,6.0,0.0,1.15,7.0,15.0,6.0,-13.85,6-0
2016-08-27AugsburgWolfsburg,FC Augsburg,VfL Wolfsburg,66.11,74.88,0.3472,0.3901,0.2626,1.29,1.34,Augsburg,Wolfsburg,2016/2017,2016-08-27,D1,1.0,Augsburg,Wolfsburg,0.0,2.0,2.6,3.2,2.6,-2.0,0.0,0-2
2016-08-27DortmundMainz,Borussia Dortmund,Mainz,86.98,70.03,0.7775,0.0683,0.1543,2.1,0.75,Dortmund,Mainz,2016/2017,2016-08-27,D1,1.0,Dortmund,Mainz,2.0,1.0,1.4,4.4,7.3,1.0,-5.9,2-1
2016-08-27FC KolnDarmstadt,FC Cologne,SV Darmstadt 98,66.95,56.08,0.5068,0.2196,0.2736,1.34,0.8,FC Koln,Darmstadt,2016/2017,2016-08-27,D1,1.0,FC Koln,Darmstadt,2.0,0.0,1.8,3.5,4.2,2.0,-2.4000000000000004,2-0
2016-08-27HamburgIngolstadt,Hamburg SV,FC Ingolstadt 04,63.6,55.43,0.4735,0.2526,0.2739,1.34,0.89,Hamburg,Ingolstadt,2016/2017,2016-08-27,D1,1.0,Hamburg,Ingolstadt,1.0,1.0,2.1,3.3,3.3,0.0,-1.1999999999999995,1-1
2016-08-27Ein FrankfurtSchalke 04,Eintracht Frankfurt,Schalke 04,64.72,72.01,0.3667,0.3682,0.2651,1.31,1.28,Ein Frankfurt,Schalke 04,2016/2017,2016-08-27,D1,1.0,Ein Frankfurt,Schalke 04,1.0,0.0,3.1,3.3,2.2,1.0,0.8999999999999999,1-0
2016-08-27M'gladbachLeverkusen,Borussia Monchengladbach,Bayer Leverkusen,75.09,80.6,0.3691,0.3679,0.263,1.38,1.31,M'gladbach,Leverkusen,2016/2017,2016-08-27,D1,1.0,M'gladbach,Leverkusen,2.0,1.0,2.5,3.2,2.75,1.0,-0.25,2-1
2016-08-28HerthaFreiburg,Hertha Berlin,SC Freiburg,69.11,69.05,0.457,0.2727,0.2703,1.37,1.01,Hertha,Freiburg,2016/2017,2016-08-28,D1,1.0,Hertha,Freiburg,2.0,1.0,2.2,3.2,3.2,1.0,-1.0,2-1
2016-08-28HoffenheimRB Leipzig,TSG Hoffenheim,RB Leipzig,66.06,66.11,0.4601,0.2819,0.258,1.5,1.12,Hoffenheim,RB Leipzig,2016/2017,2016-08-28,D1,1.0,Hoffenheim,RB Leipzig,2.0,2.0,2.6,3.2,2.6,0.0,0.0,2-2
2016-09-09Schalke 04Bayern Munich,Schalke 04,Bayern Munich,71.37,94.55,0.1536,0.6431,0.2032,0.86,2.16,Schalke 04,Bayern Munich,2016/2017,2016-09-09,D1,2.0,Schalke 04,Bayern Munich,0.0,2.0,8.5,5.0,1.35,-2.0,7.15,0-2
2016-09-10FreiburgM'gladbach,SC Freiburg,Borussia Monchengladbach,68.42,75.6,0.3613,0.3814,0.2573,1.39,1.38,Freiburg,M'gladbach,2016/2017,2016-09-10,D1,2.0,Freiburg,M'gladbach,3.0,1.0,3.8,3.4,2.0,2.0,1.7999999999999998,3-1
2016-09-10LeverkusenHamburg,Bayer Leverkusen,Hamburg SV,80.15,62.64,0.7262,0.0896,0.1842,1.9,0.69,Leverkusen,Hamburg,2016/2017,2016-09-10,D1,2.0,Leverkusen,Hamburg,3.0,1.0,1.55,4.0,6.2,2.0,-4.65,3-1
2016-09-10WolfsburgFC Koln,VfL Wolfsburg,FC Cologne,75.8,68.14,0.5586,0.1917,0.2497,1.56,0.84,Wolfsburg,FC Koln,2016/2017,2016-09-10,D1,2.0,Wolfsburg,FC Koln,0.0,0.0,1.85,3.6,4.2,0.0,-2.35,0-0
2016-09-10IngolstadtHertha,FC Ingolstadt 04,Hertha Berlin,56.44,69.72,0.368,0.3351,0.2969,1.07,0.97,Ingolstadt,Hertha,2016/2017,2016-09-10,D1,2.0,Ingolstadt,Hertha,0.0,2.0,2.4,3.2,3.05,-2.0,-0.6499999999999999,0-2
2016-09-10DarmstadtEin Frankfurt,SV Darmstadt 98,Eintracht Frankfurt,54.78,65.46,0.4028,0.3219,0.2753,1.27,1.09,Darmstadt,Ein Frankfurt,2016/2017,2016-09-10,D1,2.0,Darmstadt,Ein Frankfurt,1.0,0.0,2.9,3.2,2.5,1.0,0.3999999999999999,1-0
2016-09-10RB LeipzigDortmund,RB Leipzig,Borussia Dortmund,66.93,86.63,0.2173,0.5479,0.2348,1.04,1.77,RB Leipzig,Dortmund,2016/2017,2016-09-10,D1,2.0,RB Leipzig,Dortmund,1.0,0.0,5.5,4.0,1.6,1.0,3.9,1-0
2016-09-11Werder BremenAugsburg,Werder Bremen,FC Augsburg,62.68,65.14,0.4403,0.3002,0.2595,1.47,1.19,Werder Bremen,Augsburg,2016/2017,2016-09-11,D1,2.0,Werder Bremen,Augsburg,1.0,2.0,2.3,3.3,3.15,-1.0,-0.8500000000000001,1-2
2016-09-11MainzHoffenheim,Mainz,TSG Hoffenheim,70.54,65.15,0.5249,0.2324,0.2427,1.68,1.07,Mainz,Hoffenheim,2016/2017,2016-09-11,D1,2.0,Mainz,Hoffenheim,4.0,4.0,2.1,3.4,3.5,0.0,-1.4,4-4
2016-09-16FC KolnFreiburg,FC Cologne,SC Freiburg,68.42,70.04,0.4362,0.2875,0.2763,1.3,1.02,FC Koln,Freiburg,2016/2017,2016-09-16,D1,3.0,FC Koln,Freiburg,3.0,0.0,1.9,3.5,4.1,3.0,-2.2,3-0
2016-09-17DortmundDarmstadt,Borussia Dortmund,SV Darmstadt 98,87.67,54.59,0.8799,0.0227,0.0974,2.42,0.42,Dortmund,Darmstadt,2016/2017,2016-09-17,D1,3.0,Dortmund,Darmstadt,6.0,0.0,1.17,7.5,15.0,6.0,-13.83,6-0
2016-09-17Ein FrankfurtLeverkusen,Eintracht Frankfurt,Bayer Leverkusen,65.72,79.73,0.2969,0.4426,0.2606,1.14,1.46,Ein Frankfurt,Leverkusen,2016/2017,2016-09-17,D1,3.0,Ein Frankfurt,Leverkusen,2.0,1.0,4.1,3.5,1.9,1.0,2.2,2-1
2016-09-17HoffenheimWolfsburg,TSG Hoffenheim,VfL Wolfsburg,66.4,75.57,0.3431,0.4119,0.245,1.48,1.58,Hoffenheim,Wolfsburg,2016/2017,2016-09-17,D1,3.0,Hoffenheim,Wolfsburg,0.0,0.0,2.95,3.3,2.4,0.0,0.5500000000000003,0-0
2016-09-17HamburgRB Leipzig,Hamburg SV,RB Leipzig,62.33,67.9,0.3882,0.3311,0.2806,1.21,1.07,Hamburg,RB Leipzig,2016/2017,2016-09-17,D1,3.0,Hamburg,RB Leipzig,0.0,4.0,2.6,3.3,2.7,-4.0,-0.10000000000000007,0-4
2016-09-17Bayern MunichIngolstadt,Bayern Munich,FC Ingolstadt 04,94.87,55.39,0.9293,0.0127,0.057999999999999996,2.78,0.2,Bayern Munich,Ingolstadt,2016/2017,2016-09-17,D1,3.0,Bayern Munich,Ingolstadt,3.0,1.0,1.08,11.0,25.0,2.0,-23.92,3-1
2016-09-17M'gladbachWerder Bremen,Borussia Monchengladbach,Werder Bremen,72.98,61.83,0.591,0.1894,0.2196,1.96,1.04,M'gladbach,Werder Bremen,2016/2017,2016-09-17,D1,3.0,M'gladbach,Werder Bremen,4.0,1.0,1.5,4.2,6.5,3.0,-5.0,4-1
2016-09-18AugsburgMainz,FC Augsburg,Mainz,65.91,69.25,0.4291,0.2999,0.271,1.32,1.1,Augsburg,Mainz,2016/2017,2016-09-18,D1,3.0,Augsburg,Mainz,1.0,3.0,2.2,3.35,3.3,-2.0,-1.0999999999999996,1-3
2016-09-18HerthaSchalke 04,Hertha Berlin,Schalke 04,70.68,70.64,0.4791,0.2443,0.2767,1.29,0.93,Hertha,Schalke 04,2016/2017,2016-09-18,D1,3.0,Hertha,Schalke 04,2.0,0.0,2.7,3.3,2.6,2.0,0.10000000000000007,2-0
2016-09-20FreiburgHamburg,SC Freiburg,Hamburg SV,68.58,59.88,0.5745,0.192,0.2334,1.72,0.95,Freiburg,Hamburg,2016/2017,2016-09-20,D1,4.0,Freiburg,Hamburg,1.0,0.0,2.4,3.3,2.95,1.0,-0.5500000000000003,1-0
2016-09-20IngolstadtEin Frankfurt,FC Ingolstadt 04,Eintracht Frankfurt,58.01,66.74,0.4217,0.2982,0.2801,1.26,1.0,Ingolstadt,Ein Frankfurt,2016/2017,2016-09-20,D1,4.0,Ingolstadt,Ein Frankfurt,0.0,2.0,2.4,3.3,2.95,-2.0,-0.5500000000000003,0-2
2016-09-20WolfsburgDortmund,VfL Wolfsburg,Borussia Dortmund,76.02,89.04,0.2541,0.5032,0.2427,1.21,1.69,Wolfsburg,Dortmund,2016/2017,2016-09-20,D1,4.0,Wolfsburg,Dortmund,1.0,5.0,4.2,3.6,1.85,-4.0,2.35,1-5
2016-09-20DarmstadtHoffenheim,SV Darmstadt 98,TSG Hoffenheim,52.18,65.91,0.3653,0.3758,0.2589,1.37,1.36,Darmstadt,Hoffenheim,2016/2017,2016-09-20,D1,4.0,Darmstadt,Hoffenheim,1.0,1.0,3.35,3.4,2.15,0.0,1.2000000000000002,1-1
2016-09-21LeverkusenAugsburg,Bayer Leverkusen,FC Augsburg,78.88,64.54,0.6801,0.1174,0.2025,1.83,0.77,Leverkusen,Augsburg,2016/2017,2016-09-21,D1,4.0,Leverkusen,Augsburg,0.0,0.0,1.55,4.0,6.2,0.0,-4.65,0-0
2016-09-21Werder BremenMainz,Werder Bremen,Mainz,60.68,70.56,0.3629,0.3877,0.2494,1.45,1.56,Werder Bremen,Mainz,2016/2017,2016-09-21,D1,4.0,Werder Bremen,Mainz,1.0,2.0,2.75,3.4,2.5,-1.0,0.25,1-2
2016-09-21Bayern MunichHertha,Bayern Munich,Hertha Berlin,94.01,71.52,0.8704,0.0246,0.1049,2.33,0.31,Bayern Munich,Hertha,2016/2017,2016-09-21,D1,4.0,Bayern Munich,Hertha,3.0,0.0,1.15,8.0,16.0,3.0,-14.85,3-0
2016-09-21RB LeipzigM'gladbach,RB Leipzig,Borussia Monchengladbach,70.08,73.92,0.4052,0.3275,0.2673,1.36,1.18,RB Leipzig,M'gladbach,2016/2017,2016-09-21,D1,4.0,RB Leipzig,M'gladbach,1.0,1.0,2.5,3.3,2.85,0.0,-0.3500000000000001,1-1
2016-09-21Schalke 04FC Koln,Schalke 04,FC Cologne,69.81,69.8,0.4355,0.2783,0.2862,1.27,0.89,Schalke 04,FC Koln,2016/2017,2016-09-21,D1,4.0,Schalke 04,FC Koln,1.0,3.0,2.15,3.35,3.4,-2.0,-1.25,1-3
2016-09-23DortmundFreiburg,Borussia Dortmund,SC Freiburg,89.34,68.8,0.8654,0.0331,0.1015,2.54,0.66,Dortmund,Freiburg,2016/2017,2016-09-23,D1,5.0,Dortmund,Freiburg,3.0,1.0,1.17,7.5,15.0,2.0,-13.83,3-1
2016-09-24HamburgBayern Munich,Hamburg SV,Bayern Munich,59.76,94.41,0.1315,0.6866,0.1818,0.68,2.52,Hamburg,Bayern Munich,2016/2017,2016-09-24,D1,5.0,Hamburg,Bayern Munich,0.0,1.0,10.0,6.0,1.27,-1.0,8.73,0-1
2016-09-24M'gladbachIngolstadt,Borussia Monchengladbach,FC Ingolstadt 04,73.78,56.85,0.5962,0.16699999999999998,0.2369,1.64,0.79,M'gladbach,Ingolstadt,2016/2017,2016-09-24,D1,5.0,M'gladbach,Ingolstadt,2.0,0.0,1.7,3.7,5.0,2.0,-3.3,2-0
2016-09-24AugsburgDarmstadt,FC Augsburg,SV Darmstadt 98,64.56,52.02,0.5155,0.2138,0.2706,1.38,0.77,Augsburg,Darmstadt,2016/2017,2016-09-24,D1,5.0,Augsburg,Darmstadt,1.0,0.0,1.7,3.7,5.0,1.0,-3.3,1-0
2016-09-24MainzLeverkusen,Mainz,Bayer Leverkusen,71.21,78.91,0.3474,0.3906,0.262,1.32,1.35,Mainz,Leverkusen,2016/2017,2016-09-24,D1,5.0,Mainz,Leverkusen,2.0,3.0,2.9,3.4,2.4,-1.0,0.5,2-3
2016-09-24Ein FrankfurtHertha,Eintracht Frankfurt,Hertha Berlin,67.86,70.51,0.4149,0.2915,0.2935,1.17,0.9,Ein Frankfurt,Hertha,2016/2017,2016-09-24,D1,5.0,Ein Frankfurt,Hertha,3.0,3.0,2.4,3.4,2.9,0.0,-0.5,3-3
2016-09-24Werder BremenWolfsburg,Werder Bremen,VfL Wolfsburg,60.0,75.69,0.2913,0.4673,0.2414,1.33,1.75,Werder Bremen,Wolfsburg,2016/2017,2016-09-24,D1,5.0,Werder Bremen,Wolfsburg,2.0,1.0,3.7,3.5,2.0,1.0,1.7000000000000002,2-1
2016-09-25HoffenheimSchalke 04,TSG Hoffenheim,Schalke 04,66.09,68.72,0.4344,0.3144,0.2512,1.55,1.3,Hoffenheim,Schalke 04,2016/2017,2016-09-25,D1,5.0,Hoffenheim,Schalke 04,2.0,1.0,2.65,3.3,2.65,1.0,0.0,2-1
2016-09-25FC KolnRB Leipzig,FC Cologne,RB Leipzig,70.78,70.25,0.4581,0.256,0.2859,1.25,0.86,FC Koln,RB Leipzig,2016/2017,2016-09-25,D1,5.0,FC Koln,RB Leipzig,1.0,1.0,2.5,3.3,2.85,0.0,-0.3500000000000001,1-1
2016-09-30RB LeipzigAugsburg,RB Leipzig,FC Augsburg,70.98,65.42,0.5152,0.2097,0.2751,1.35,0.75,RB Leipzig,Augsburg,2016/2017,2016-09-30,D1,6.0,RB Leipzig,Augsburg,2.0,1.0,1.8,3.6,4.5,1.0,-2.7,2-1
2016-10-01FreiburgEin Frankfurt,SC Freiburg,Eintracht Frankfurt,68.64,67.93,0.4697,0.2736,0.2567,1.51,1.11,Freiburg,Ein Frankfurt,2016/2017,2016-10-01,D1,6.0,Freiburg,Ein Frankfurt,1.0,0.0,2.3,3.3,3.15,1.0,-0.8500000000000001,1-0
2016-10-01Bayern MunichFC Koln,Bayern Munich,FC Cologne,94.25,70.08,0.8767,0.0233,0.1,2.37,0.26,Bayern Munich,FC Koln,2016/2017,2016-10-01,D1,6.0,Bayern Munich,FC Koln,1.0,1.0,1.18,7.5,13.0,0.0,-11.82,1-1
2016-10-01HerthaHamburg,Hertha Berlin,Hamburg SV,70.33,59.67,0.5848,0.1619,0.2532,1.47,0.68,Hertha,Hamburg,2016/2017,2016-10-01,D1,6.0,Hertha,Hamburg,2.0,0.0,2.0,3.4,3.8,2.0,-1.7999999999999998,2-0
2016-10-01IngolstadtHoffenheim,FC Ingolstadt 04,TSG Hoffenheim,56.39,66.3,0.4099,0.3242,0.266,1.37,1.18,Ingolstadt,Hoffenheim,2016/2017,2016-10-01,D1,6.0,Ingolstadt,Hoffenheim,1.0,2.0,2.25,3.35,3.2,-1.0,-0.9500000000000002,1-2
2016-10-01DarmstadtWerder Bremen,SV Darmstadt 98,Werder Bremen,51.18,61.07,0.3994,0.3364,0.2641,1.41,1.22,Darmstadt,Werder Bremen,2016/2017,2016-10-01,D1,6.0,Darmstadt,Werder Bremen,2.0,2.0,2.7,3.3,2.6,0.0,0.10000000000000007,2-2
2016-10-01LeverkusenDortmund,Bayer Leverkusen,Borussia Dortmund,80.01,89.25,0.2954,0.4608,0.2438,1.38,1.67,Leverkusen,Dortmund,2016/2017,2016-10-01,D1,6.0,Leverkusen,Dortmund,2.0,0.0,3.5,3.4,2.1,2.0,1.4,2-0
2016-10-02WolfsburgMainz,VfL Wolfsburg,Mainz,74.83,70.12,0.5512,0.2116,0.2372,1.67,1.07,Wolfsburg,Mainz,2016/2017,2016-10-02,D1,6.0,Wolfsburg,Mainz,0.0,0.0,1.9,3.5,4.1,0.0,-2.2,0-0
2016-10-02Schalke 04M'gladbach,Schalke 04,Borussia Monchengladbach,68.54,74.3,0.3749,0.3571,0.2679,1.32,1.23,Schalke 04,M'gladbach,2016/2017,2016-10-02,D1,6.0,Schalke 04,M'gladbach,4.0,0.0,2.6,3.3,2.7,4.0,-0.10000000000000007,4-0
2016-10-14DortmundHertha,Borussia Dortmund,Hertha Berlin,88.5,70.56,0.7901,0.0584,0.1516,2.06,0.66,Dortmund,Hertha,2016/2017,2016-10-14,D1,7.0,Dortmund,Hertha,1.0,1.0,1.4,4.8,7.5,0.0,-6.1,1-1
2016-10-15M'gladbachHamburg,Borussia Monchengladbach,Hamburg SV,71.92,59.39,0.6211,0.1515,0.2275,1.7,0.77,M'gladbach,Hamburg,2016/2017,2016-10-15,D1,7.0,M'gladbach,Hamburg,0.0,0.0,1.7,3.7,5.0,0.0,-3.3,0-0
2016-10-15HoffenheimFreiburg,TSG Hoffenheim,SC Freiburg,66.84,68.74,0.4397,0.312,0.2482,1.6,1.31,Hoffenheim,Freiburg,2016/2017,2016-10-15,D1,7.0,Hoffenheim,Freiburg,2.0,1.0,2.1,3.4,3.5,1.0,-1.4,2-1
2016-10-15AugsburgSchalke 04,FC Augsburg,Schalke 04,65.07,71.01,0.3822,0.33799999999999997,0.2798,1.21,1.1,Augsburg,Schalke 04,2016/2017,2016-10-15,D1,7.0,Augsburg,Schalke 04,1.0,1.0,2.95,3.3,2.4,0.0,0.5500000000000003,1-1
2016-10-15Ein FrankfurtBayern Munich,Eintracht Frankfurt,Bayern Munich,67.9,93.82,0.1491,0.6459999999999999,0.2049,0.79,2.12,Ein Frankfurt,Bayern Munich,2016/2017,2016-10-15,D1,7.0,Ein Frankfurt,Bayern Munich,2.0,2.0,10.0,5.8,1.28,0.0,8.72,2-2
2016-10-15FC KolnIngolstadt,FC Cologne,FC Ingolstadt 04,71.17,55.81,0.5658,0.1708,0.2634,1.4,0.67,FC Koln,Ingolstadt,2016/2017,2016-10-15,D1,7.0,FC Koln,Ingolstadt,2.0,1.0,1.75,3.6,4.8,1.0,-3.05,2-1
2016-10-15Werder BremenLeverkusen,Werder Bremen,Bayer Leverkusen,61.49,80.98,0.2449,0.522,0.233,1.21,1.87,Werder Bremen,Leverkusen,2016/2017,2016-10-15,D1,7.0,Werder Bremen,Leverkusen,2.0,1.0,4.5,3.8,1.75,1.0,2.75,2-1
2016-10-16MainzDarmstadt,Mainz,SV Darmstadt 98,70.0,50.73,0.618,0.1512,0.2308,1.67,0.74,Mainz,Darmstadt,2016/2017,2016-10-16,D1,7.0,Mainz,Darmstadt,2.0,1.0,1.55,4.0,6.2,1.0,-4.65,2-1
2016-10-16WolfsburgRB Leipzig,VfL Wolfsburg,RB Leipzig,74.98,71.3,0.5026,0.2328,0.2645,1.46,0.91,Wolfsburg,RB Leipzig,2016/2017,2016-10-16,D1,7.0,Wolfsburg,RB Leipzig,0.0,1.0,2.3,3.3,3.15,-1.0,-0.8500000000000001,0-1
2016-10-21HamburgEin Frankfurt,Hamburg SV,Eintracht Frankfurt,58.75,69.8,0.3337,0.3893,0.27699999999999997,1.12,1.22,Hamburg,Ein Frankfurt,2016/2017,2016-10-21,D1,8.0,Hamburg,Ein Frankfurt,0.0,3.0,2.4,3.2,3.05,-3.0,-0.6499999999999999,0-3
2016-10-22HerthaFC Koln,Hertha Berlin,FC Cologne,71.13,71.57,0.447,0.2618,0.2912,1.21,0.86,Hertha,FC Koln,2016/2017,2016-10-22,D1,8.0,Hertha,FC Koln,2.0,1.0,2.6,3.2,2.8,1.0,-0.19999999999999973,2-1
2016-10-22LeverkusenHoffenheim,Bayer Leverkusen,TSG Hoffenheim,80.24,67.4,0.6609999999999999,0.1387,0.2004,1.99,0.94,Leverkusen,Hoffenheim,2016/2017,2016-10-22,D1,8.0,Leverkusen,Hoffenheim,0.0,3.0,1.55,4.0,6.2,-3.0,-4.65,0-3
2016-10-22FreiburgAugsburg,SC Freiburg,FC Augsburg,68.22,64.86,0.4921,0.2375,0.2704,1.39,0.87,Freiburg,Augsburg,2016/2017,2016-10-22,D1,8.0,Freiburg,Augsburg,2.0,1.0,2.25,3.35,3.2,1.0,-0.9500000000000002,2-1
2016-10-22IngolstadtDortmund,FC Ingolstadt 04,Borussia Dortmund,55.32,88.29,0.1807,0.6022,0.2171,0.9,2.0,Ingolstadt,Dortmund,2016/2017,2016-10-22,D1,8.0,Ingolstadt,Dortmund,3.0,3.0,6.5,4.2,1.5,0.0,5.0,3-3
2016-10-22DarmstadtWolfsburg,SV Darmstadt 98,VfL Wolfsburg,51.08,73.61,0.2851,0.4467,0.2682,1.05,1.38,Darmstadt,Wolfsburg,2016/2017,2016-10-22,D1,8.0,Darmstadt,Wolfsburg,3.0,1.0,4.3,3.5,1.85,2.0,2.45,3-1
2016-10-22Bayern MunichM'gladbach,Bayern Munich,Borussia Monchengladbach,93.17,73.79,0.8819,0.0223,0.0959,2.43,0.5,Bayern Munich,M'gladbach,2016/2017,2016-10-22,D1,8.0,Bayern Munich,M'gladbach,2.0,0.0,1.25,6.0,11.0,2.0,-9.75,2-0
2016-10-23RB LeipzigWerder Bremen,RB Leipzig,Werder Bremen,72.71,62.62,0.5814,0.1835,0.2351,1.74,0.92,RB Leipzig,Werder Bremen,2016/2017,2016-10-23,D1,8.0,RB Leipzig,Werder Bremen,3.0,1.0,1.6,4.0,5.5,2.0,-3.9,3-1
2016-10-23Schalke 04Mainz,Schalke 04,Mainz,71.26,69.61,0.4792,0.2651,0.2557,1.53,1.09,Schalke 04,Mainz,2016/2017,2016-10-23,D1,8.0,Schalke 04,Mainz,3.0,0.0,2.0,3.4,3.8,3.0,-1.7999999999999998,3-0
2016-10-28M'gladbachEin Frankfurt,Borussia Monchengladbach,Eintracht Frankfurt,73.62,71.88,0.4749,0.2586,0.2666,1.44,0.99,M'gladbach,Ein Frankfurt,2016/2017,2016-10-28,D1,9.0,M'gladbach,Ein Frankfurt,0.0,0.0,1.85,3.5,4.3,0.0,-2.45,0-0
2016-10-29MainzIngolstadt,Mainz,FC Ingolstadt 04,68.32,56.51,0.5239,0.2254,0.2506,1.58,0.96,Mainz,Ingolstadt,2016/2017,2016-10-29,D1,9.0,Mainz,Ingolstadt,2.0,0.0,2.0,3.4,3.8,2.0,-1.7999999999999998,2-0
2016-10-29DarmstadtRB Leipzig,SV Darmstadt 98,RB Leipzig,53.11,73.45,0.3034,0.4174,0.2792,1.04,1.26,Darmstadt,RB Leipzig,2016/2017,2016-10-29,D1,9.0,Darmstadt,RB Leipzig,0.0,2.0,4.8,3.6,1.75,-2.0,3.05,0-2
2016-10-29AugsburgBayern Munich,FC Augsburg,Bayern Munich,64.9,93.22,0.1471,0.6445,0.2085,0.73,2.06,Augsburg,Bayern Munich,2016/2017,2016-10-29,D1,9.0,Augsburg,Bayern Munich,1.0,3.0,9.0,5.7,1.3,-2.0,7.7,1-3
2016-10-29WolfsburgLeverkusen,VfL Wolfsburg,Bayer Leverkusen,71.81,77.93,0.3671,0.3642,0.2687,1.31,1.25,Wolfsburg,Leverkusen,2016/2017,2016-10-29,D1,9.0,Wolfsburg,Leverkusen,1.0,2.0,2.7,3.3,2.6,-1.0,0.10000000000000007,1-2
2016-10-29Werder BremenFreiburg,Werder Bremen,SC Freiburg,61.7,68.14,0.3939,0.3562,0.2499,1.53,1.45,Werder Bremen,Freiburg,2016/2017,2016-10-29,D1,9.0,Werder Bremen,Freiburg,1.0,3.0,2.25,3.35,3.2,-2.0,-0.9500000000000002,1-3
2016-10-29DortmundSchalke 04,Borussia Dortmund,Schalke 04,87.69,72.5,0.7643,0.0798,0.1559,2.18,0.86,Dortmund,Schalke 04,2016/2017,2016-10-29,D1,9.0,Dortmund,Schalke 04,0.0,0.0,1.6,4.0,5.5,0.0,-3.9,0-0
2016-10-30HoffenheimHertha,TSG Hoffenheim,Hertha Berlin,70.23,71.37,0.4363,0.3008,0.2629,1.46,1.13,Hoffenheim,Hertha,2016/2017,2016-10-30,D1,9.0,Hoffenheim,Hertha,1.0,0.0,2.2,3.3,3.35,1.0,-1.15,1-0
2016-10-30FC KolnHamburg,FC Cologne,Hamburg SV,71.31,56.51,0.6314,0.1321,0.2365,1.57,0.61,FC Koln,Hamburg,2016/2017,2016-10-30,D1,9.0,FC Koln,Hamburg,3.0,0.0,1.7,3.7,5.0,3.0,-3.3,3-0
2016-11-04HerthaM'gladbach,Hertha Berlin,Borussia Monchengladbach,70.5,73.4,0.4198,0.2861,0.2941,1.16,0.92,Hertha,M'gladbach,2016/2017,2016-11-04,D1,10.0,Hertha,M'gladbach,3.0,0.0,2.6,3.3,2.7,3.0,-0.10000000000000007,3-0
2016-11-05IngolstadtAugsburg,FC Ingolstadt 04,FC Augsburg,55.38,64.51,0.4181,0.2973,0.2846,1.22,0.96,Ingolstadt,Augsburg,2016/2017,2016-11-05,D1,10.0,Ingolstadt,Augsburg,0.0,2.0,2.3,3.3,3.15,-2.0,-0.8500000000000001,0-2
2016-11-05FreiburgWolfsburg,SC Freiburg,VfL Wolfsburg,69.03,70.87,0.4308,0.3075,0.2617,1.45,1.16,Freiburg,Wolfsburg,2016/2017,2016-11-05,D1,10.0,Freiburg,Wolfsburg,0.0,3.0,2.65,3.3,2.65,-3.0,0.0,0-3
2016-11-05LeverkusenDarmstadt,Bayer Leverkusen,SV Darmstadt 98,79.8,51.31,0.7575,0.0705,0.1719,1.95,0.57,Leverkusen,Darmstadt,2016/2017,2016-11-05,D1,10.0,Leverkusen,Darmstadt,3.0,2.0,1.3,5.5,9.5,1.0,-8.2,3-2
2016-11-05Bayern MunichHoffenheim,Bayern Munich,TSG Hoffenheim,93.71,71.19,0.9237,0.0138,0.0625,2.81,0.54,Bayern Munich,Hoffenheim,2016/2017,2016-11-05,D1,10.0,Bayern Munich,Hoffenheim,1.0,1.0,1.22,6.2,13.5,0.0,-12.28,1-1
2016-11-05HamburgDortmund,Hamburg SV,Borussia Dortmund,55.1,87.06,0.1668,0.6238,0.2094,0.82,2.11,Hamburg,Dortmund,2016/2017,2016-11-05,D1,10.0,Hamburg,Dortmund,2.0,5.0,6.5,4.2,1.5,-3.0,5.0,2-5
2016-11-05Ein FrankfurtFC Koln,Eintracht Frankfurt,FC Cologne,72.26,72.53,0.4536,0.2653,0.2811,1.29,0.93,Ein Frankfurt,FC Koln,2016/2017,2016-11-05,D1,10.0,Ein Frankfurt,FC Koln,1.0,0.0,2.6,3.3,2.7,1.0,-0.10000000000000007,1-0
2016-11-06RB LeipzigMainz,RB Leipzig,Mainz,74.99,69.41,0.5637,0.1838,0.2525,1.48,0.86,RB Leipzig,Mainz,2016/2017,2016-11-06,D1,10.0,RB Leipzig,Mainz,3.0,1.0,1.65,3.8,5.3,2.0,-3.65,3-1
2016-11-06Schalke 04Werder Bremen,Schalke 04,Werder Bremen,73.08,60.71,0.5886,0.1847,0.2267,1.9,0.95,Schalke 04,Werder Bremen,2016/2017,2016-11-06,D1,10.0,Schalke 04,Werder Bremen,3.0,1.0,1.55,4.0,6.2,2.0,-4.65,3-1
2016-11-18LeverkusenRB Leipzig,Bayer Leverkusen,RB Leipzig,78.99,76.07,0.4926,0.2397,0.2676,1.45,0.94,Leverkusen,RB Leipzig,2016/2017,2016-11-18,D1,11.0,Leverkusen,RB Leipzig,2.0,3.0,2.4,3.3,2.95,-1.0,-0.5500000000000003,2-3
2016-11-19WolfsburgSchalke 04,VfL Wolfsburg,Schalke 04,72.87,73.42,0.4438,0.2877,0.2685,1.4,1.06,Wolfsburg,Schalke 04,2016/2017,2016-11-19,D1,11.0,Wolfsburg,Schalke 04,0.0,1.0,2.4,3.4,2.9,-1.0,-0.5,0-1
