game_id,team1,team2,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,MappedHomeTeam,MappedAwayTeam,season,datetime,league,game_day,HomeTeam,AwayTeam,FTHG,FTAG,IWH,IWD,IWA,goal_diff,odds_diff,result
2017-04-05WolfsburgFreiburg,VfL Wolfsburg,SC Freiburg,71.15,64.1,0.5495,0.2094,0.2411,1.67,0.98,Wolfsburg,Freiburg,2016/2017,2017-04-05,D1,27.0,Wolfsburg,Freiburg,0.0,1.0,1.75,3.6,4.8,-1.0,-3.05,0-1
2017-04-05M'gladbachHertha,Borussia Monchengladbach,Hertha Berlin,72.17,69.33,0.486,0.2341,0.2799,1.31,0.82,M'gladbach,Hertha,2016/2017,2017-04-05,D1,27.0,M'gladbach,Hertha,1.0,0.0,1.85,3.5,4.3,1.0,-2.45,1-0
2017-04-05DarmstadtLeverkusen,SV Darmstadt 98,Bayer Leverkusen,45.07,74.11,0.2442,0.5159,0.2399,1.08,1.78,Darmstadt,Leverkusen,2016/2017,2017-04-05,D1,27.0,Darmstadt,Leverkusen,0.0,2.0,5.0,4.0,1.65,-2.0,3.35,0-2
2017-04-05AugsburgIngolstadt,FC Augsburg,FC Ingolstadt 04,60.73,60.81,0.3836,0.3334,0.28300000000000003,1.18,1.06,Augsburg,Ingolstadt,2016/2017,2017-04-05,D1,27.0,Augsburg,Ingolstadt,2.0,3.0,2.5,3.3,2.85,-1.0,-0.3500000000000001,2-3
2017-04-07Ein FrankfurtWerder Bremen,Eintracht Frankfurt,Werder Bremen,69.14,70.31,0.4457,0.2742,0.2801,1.27,0.97,Ein Frankfurt,Werder Bremen,2016/2017,2017-04-07,D1,28.0,Ein Frankfurt,Werder Bremen,2.0,2.0,2.2,3.35,3.3,0.0,-1.0999999999999996,2-2
2017-04-08Schalke 04Wolfsburg,Schalke 04,VfL Wolfsburg,72.79,70.63,0.4841,0.2428,0.2731,1.36,0.9,Schalke 04,Wolfsburg,2016/2017,2017-04-08,D1,28.0,Schalke 04,Wolfsburg,4.0,1.0,2.0,3.4,3.8,3.0,-1.7999999999999998,4-1
2017-04-08FreiburgMainz,SC Freiburg,Mainz,64.71,65.75,0.4452,0.2936,0.2612,1.46,1.13,Freiburg,Mainz,2016/2017,2017-04-08,D1,28.0,Freiburg,Mainz,1.0,0.0,2.3,3.3,3.15,1.0,-0.8500000000000001,1-0
2017-04-08HamburgHoffenheim,Hamburg SV,TSG Hoffenheim,63.34,78.33,0.2806,0.4587,0.2607,1.11,1.45,Hamburg,Hoffenheim,2016/2017,2017-04-08,D1,28.0,Hamburg,Hoffenheim,2.0,1.0,3.15,3.3,2.3,1.0,0.8500000000000001,2-1
2017-04-08RB LeipzigLeverkusen,RB Leipzig,Bayer Leverkusen,74.95,75.18,0.4571,0.2938,0.2491,1.6,1.25,RB Leipzig,Leverkusen,2016/2017,2017-04-08,D1,28.0,RB Leipzig,Leverkusen,1.0,0.0,1.9,3.5,4.1,1.0,-2.2,1-0
2017-04-08FC KolnM'gladbach,FC Cologne,Borussia Monchengladbach,68.88,72.77,0.3991,0.3139,0.2869,1.2,1.0,FC Koln,M'gladbach,2016/2017,2017-04-08,D1,28.0,FC Koln,M'gladbach,2.0,3.0,2.5,3.4,2.75,-1.0,-0.25,2-3
2017-04-08Bayern MunichDortmund,Bayern Munich,Borussia Dortmund,95.36,87.84,0.7409,0.0854,0.1737,2.09,0.89,Bayern Munich,Dortmund,2016/2017,2017-04-08,D1,28.0,Bayern Munich,Dortmund,4.0,1.0,1.7,3.7,5.0,3.0,-3.3,4-1
2017-04-09HerthaAugsburg,Hertha Berlin,FC Augsburg,68.71,59.85,0.5594,0.1803,0.2604,1.44,0.72,Hertha,Augsburg,2016/2017,2017-04-09,D1,28.0,Hertha,Augsburg,2.0,0.0,1.75,3.6,4.8,2.0,-3.05,2-0
2017-04-09IngolstadtDarmstadt,FC Ingolstadt 04,SV Darmstadt 98,61.6,43.92,0.6531,0.1285,0.2185,1.77,0.68,Ingolstadt,Darmstadt,2016/2017,2017-04-09,D1,28.0,Ingolstadt,Darmstadt,3.0,2.0,1.5,4.2,6.5,1.0,-5.0,3-2
2017-04-15HoffenheimM'gladbach,TSG Hoffenheim,Borussia Monchengladbach,77.62,73.48,0.5156,0.2281,0.2564,1.54,0.96,Hoffenheim,M'gladbach,2016/2017,2017-04-15,D1,29.0,Hoffenheim,M'gladbach,5.0,3.0,2.1,3.4,3.5,2.0,-1.4,5-3
2017-04-15WolfsburgIngolstadt,VfL Wolfsburg,FC Ingolstadt 04,69.98,61.87,0.4871,0.2593,0.2535,1.55,1.08,Wolfsburg,Ingolstadt,2016/2017,2017-04-15,D1,29.0,Wolfsburg,Ingolstadt,3.0,0.0,2.0,3.4,3.8,3.0,-1.7999999999999998,3-0
2017-04-15AugsburgFC Koln,FC Augsburg,FC Cologne,58.71,68.07,0.3517,0.3673,0.2809,1.13,1.15,Augsburg,FC Koln,2016/2017,2017-04-15,D1,29.0,Augsburg,FC Koln,2.0,1.0,2.65,3.3,2.65,1.0,0.0,2-1
2017-04-15MainzHertha,Mainz,Hertha Berlin,65.69,69.78,0.3984,0.314,0.2876,1.19,0.99,Mainz,Hertha,2016/2017,2017-04-15,D1,29.0,Mainz,Hertha,1.0,0.0,2.3,3.3,3.15,1.0,-0.8500000000000001,1-0
2017-04-15RB LeipzigFreiburg,RB Leipzig,SC Freiburg,75.2,64.9,0.6069,0.1659,0.2271,1.73,0.88,RB Leipzig,Freiburg,2016/2017,2017-04-15,D1,29.0,RB Leipzig,Freiburg,4.0,0.0,1.45,4.5,7.0,4.0,-5.55,4-0
2017-04-15DortmundEin Frankfurt,Borussia Dortmund,Eintracht Frankfurt,87.21,69.36,0.7536,0.0709,0.1755,1.91,0.6,Dortmund,Ein Frankfurt,2016/2017,2017-04-15,D1,29.0,Dortmund,Ein Frankfurt,3.0,1.0,1.45,4.6,6.7,2.0,-5.25,3-1
2017-04-15LeverkusenBayern Munich,Bayer Leverkusen,Bayern Munich,74.91,95.02,0.1604,0.6372,0.2024,0.95,2.19,Leverkusen,Bayern Munich,2016/2017,2017-04-15,D1,29.0,Leverkusen,Bayern Munich,0.0,0.0,4.7,4.2,1.65,0.0,3.0500000000000003,0-0
2017-04-16Werder BremenHamburg,Werder Bremen,Hamburg SV,70.03,64.19,0.5396,0.2209,0.2395,1.69,1.04,Werder Bremen,Hamburg,2016/2017,2017-04-16,D1,29.0,Werder Bremen,Hamburg,2.0,1.0,2.2,3.3,3.35,1.0,-1.15,2-1
2017-04-16DarmstadtSchalke 04,SV Darmstadt 98,Schalke 04,43.56,73.36,0.2457,0.4919,0.2624,0.93,1.55,Darmstadt,Schalke 04,2016/2017,2017-04-16,D1,29.0,Darmstadt,Schalke 04,2.0,1.0,6.2,4.0,1.55,1.0,4.65,2-1
2017-04-21FC KolnHoffenheim,FC Cologne,TSG Hoffenheim,67.64,77.72,0.3279,0.4128,0.2593,1.27,1.41,FC Koln,Hoffenheim,2016/2017,2017-04-21,D1,30.0,FC Koln,Hoffenheim,1.0,1.0,2.95,3.3,2.4,0.0,0.5500000000000003,1-1
2017-04-22HerthaWolfsburg,Hertha Berlin,VfL Wolfsburg,68.76,71.52,0.4192,0.2984,0.2824,1.24,1.0,Hertha,Wolfsburg,2016/2017,2017-04-22,D1,30.0,Hertha,Wolfsburg,1.0,0.0,2.3,3.3,3.15,1.0,-0.8500000000000001,1-0
2017-04-22HamburgDarmstadt,Hamburg SV,SV Darmstadt 98,63.76,44.28,0.588,0.1697,0.2423,1.66,0.76,Hamburg,Darmstadt,2016/2017,2017-04-22,D1,30.0,Hamburg,Darmstadt,1.0,2.0,1.4,4.8,7.5,-1.0,-6.1,1-2
2017-04-22Ein FrankfurtAugsburg,Eintracht Frankfurt,FC Augsburg,69.39,59.14,0.5745,0.1603,0.2652,1.37,0.62,Ein Frankfurt,Augsburg,2016/2017,2017-04-22,D1,30.0,Ein Frankfurt,Augsburg,3.0,1.0,1.85,3.6,4.2,2.0,-2.35,3-1
2017-04-22Bayern MunichMainz,Bayern Munich,Mainz,94.7,66.81,0.9198,0.0146,0.0656,2.68,0.27,Bayern Munich,Mainz,2016/2017,2017-04-22,D1,30.0,Bayern Munich,Mainz,2.0,2.0,1.2,7.5,11.0,0.0,-9.8,2-2
2017-04-22IngolstadtWerder Bremen,FC Ingolstadt 04,Werder Bremen,60.18,70.47,0.4006,0.348,0.2514,1.51,1.37,Ingolstadt,Werder Bremen,2016/2017,2017-04-22,D1,30.0,Ingolstadt,Werder Bremen,2.0,4.0,2.3,3.4,3.05,-2.0,-0.75,2-4
2017-04-22M'gladbachDortmund,Borussia Monchengladbach,Borussia Dortmund,73.39,86.78,0.2659,0.4978,0.2364,1.29,1.76,M'gladbach,Dortmund,2016/2017,2017-04-22,D1,30.0,M'gladbach,Dortmund,2.0,3.0,3.7,3.5,2.0,-1.0,1.7000000000000002,2-3
2017-04-23FreiburgLeverkusen,SC Freiburg,Bayer Leverkusen,63.65,74.81,0.3239,0.4181,0.258,1.27,1.44,Freiburg,Leverkusen,2016/2017,2017-04-23,D1,30.0,Freiburg,Leverkusen,2.0,1.0,2.95,3.5,2.3,1.0,0.6500000000000004,2-1
2017-04-23Schalke 04RB Leipzig,Schalke 04,RB Leipzig,72.65,76.27,0.4026,0.3259,0.2716,1.34,1.15,Schalke 04,RB Leipzig,2016/2017,2017-04-23,D1,30.0,Schalke 04,RB Leipzig,1.0,1.0,2.65,3.4,2.6,0.0,0.049999999999999815,1-1
2017-04-28LeverkusenSchalke 04,Bayer Leverkusen,Schalke 04,74.31,72.45,0.4787,0.2603,0.261,1.49,1.03,Leverkusen,Schalke 04,2016/2017,2017-04-28,D1,31.0,Leverkusen,Schalke 04,1.0,4.0,2.2,3.35,3.3,-3.0,-1.0999999999999996,1-4
2017-04-29MainzM'gladbach,Mainz,Borussia Monchengladbach,69.55,73.12,0.4074,0.3248,0.2678,1.36,1.16,Mainz,M'gladbach,2016/2017,2017-04-29,D1,31.0,Mainz,M'gladbach,1.0,2.0,2.3,3.4,3.05,-1.0,-0.75,1-2
2017-04-29RB LeipzigIngolstadt,RB Leipzig,FC Ingolstadt 04,76.47,59.43,0.6259,0.1546,0.2195,1.79,0.88,RB Leipzig,Ingolstadt,2016/2017,2017-04-29,D1,31.0,RB Leipzig,Ingolstadt,0.0,0.0,1.55,4.7,5.0,0.0,-3.45,0-0
2017-04-29DarmstadtFreiburg,SV Darmstadt 98,SC Freiburg,45.68,64.23,0.342,0.3908,0.2672,1.22,1.38,Darmstadt,Freiburg,2016/2017,2017-04-29,D1,31.0,Darmstadt,Freiburg,3.0,0.0,3.05,3.4,2.3,3.0,0.75,3-0
2017-04-29Werder BremenHertha,Werder Bremen,Hertha Berlin,71.16,69.41,0.4744,0.2652,0.2604,1.5,1.04,Werder Bremen,Hertha,2016/2017,2017-04-29,D1,31.0,Werder Bremen,Hertha,2.0,0.0,2.0,3.5,3.7,2.0,-1.7000000000000002,2-0
2017-04-29DortmundFC Koln,Borussia Dortmund,FC Cologne,86.99,67.67,0.8098,0.0554,0.1347,2.34,0.65,Dortmund,FC Koln,2016/2017,2017-04-29,D1,31.0,Dortmund,FC Koln,0.0,0.0,1.27,6.0,10.0,0.0,-8.73,0-0
2017-04-29WolfsburgBayern Munich,VfL Wolfsburg,Bayern Munich,70.9,93.69,0.1619,0.6308,0.2073,0.9,2.11,Wolfsburg,Bayern Munich,2016/2017,2017-04-29,D1,31.0,Wolfsburg,Bayern Munich,0.0,6.0,7.0,4.5,1.45,-6.0,5.55,0-6
2017-04-30AugsburgHamburg,FC Augsburg,Hamburg SV,58.13,62.32,0.4092,0.3153,0.2755,1.28,1.08,Augsburg,Hamburg,2016/2017,2017-04-30,D1,31.0,Augsburg,Hamburg,4.0,0.0,2.4,3.4,2.9,4.0,-0.5,4-0
2017-04-30HoffenheimEin Frankfurt,TSG Hoffenheim,Eintracht Frankfurt,77.7,70.14,0.5546,0.1917,0.2537,1.54,0.81,Hoffenheim,Ein Frankfurt,2016/2017,2017-04-30,D1,31.0,Hoffenheim,Ein Frankfurt,1.0,0.0,1.55,4.0,6.2,1.0,-4.65,1-0
2017-05-05FC KolnWerder Bremen,FC Cologne,Werder Bremen,67.63,71.9,0.4013,0.3373,0.2614,1.4,1.25,FC Koln,Werder Bremen,2016/2017,2017-05-05,D1,32.0,FC Koln,Werder Bremen,4.0,3.0,2.5,3.4,2.75,1.0,-0.25,4-3
2017-05-06Ein FrankfurtWolfsburg,Eintracht Frankfurt,VfL Wolfsburg,69.82,68.81,0.469,0.2447,0.2863,1.24,0.84,Ein Frankfurt,Wolfsburg,2016/2017,2017-05-06,D1,32.0,Ein Frankfurt,Wolfsburg,0.0,2.0,2.5,3.4,2.75,-2.0,-0.25,0-2
2017-05-06Bayern MunichDarmstadt,Bayern Munich,SV Darmstadt 98,94.51,48.0,0.9622,0.0064,0.0313,3.35,0.2,Bayern Munich,Darmstadt,2016/2017,2017-05-06,D1,32.0,Bayern Munich,Darmstadt,1.0,0.0,1.1,9.0,27.0,1.0,-25.9,1-0
2017-05-06DortmundHoffenheim,Borussia Dortmund,TSG Hoffenheim,86.99,78.01,0.6477,0.1506,0.2017,2.01,1.04,Dortmund,Hoffenheim,2016/2017,2017-05-06,D1,32.0,Dortmund,Hoffenheim,2.0,1.0,1.55,4.0,6.2,1.0,-4.65,2-1
2017-05-06M'gladbachAugsburg,Borussia Monchengladbach,FC Augsburg,73.44,60.44,0.6338,0.1459,0.2203,1.76,0.8,M'gladbach,Augsburg,2016/2017,2017-05-06,D1,32.0,M'gladbach,Augsburg,1.0,1.0,1.7,3.7,5.0,0.0,-3.3,1-1
2017-05-06IngolstadtLeverkusen,FC Ingolstadt 04,Bayer Leverkusen,59.54,71.99,0.3757,0.3674,0.2569,1.41,1.36,Ingolstadt,Leverkusen,2016/2017,2017-05-06,D1,32.0,Ingolstadt,Leverkusen,1.0,1.0,2.5,3.4,2.75,0.0,-0.25,1-1
2017-05-06HerthaRB Leipzig,Hertha Berlin,RB Leipzig,68.71,76.36,0.3552,0.3497,0.2951,1.07,1.04,Hertha,RB Leipzig,2016/2017,2017-05-06,D1,32.0,Hertha,RB Leipzig,1.0,4.0,3.15,3.3,2.3,-3.0,0.8500000000000001,1-4
2017-05-07HamburgMainz,Hamburg SV,Mainz,59.96,69.2,0.3526,0.3747,0.2727,1.21,1.24,Hamburg,Mainz,2016/2017,2017-05-07,D1,32.0,Hamburg,Mainz,0.0,0.0,2.2,3.4,3.25,0.0,-1.0499999999999998,0-0
2017-05-07FreiburgSchalke 04,SC Freiburg,Schalke 04,61.96,74.7,0.3102,0.4268,0.263,1.19,1.41,Freiburg,Schalke 04,2016/2017,2017-05-07,D1,32.0,Freiburg,Schalke 04,2.0,0.0,3.05,3.4,2.3,2.0,0.75,2-0
2017-05-13LeverkusenFC Koln,Bayer Leverkusen,FC Cologne,72.16,68.01,0.513,0.23600000000000002,0.2509,1.58,1.01,Leverkusen,FC Koln,2016/2017,2017-05-13,D1,33.0,Leverkusen,FC Koln,2.0,2.0,2.3,3.5,2.95,0.0,-0.6500000000000004,2-2
2017-05-13WolfsburgM'gladbach,VfL Wolfsburg,Borussia Monchengladbach,70.69,72.82,0.4261,0.3074,0.2665,1.4,1.13,Wolfsburg,M'gladbach,2016/2017,2017-05-13,D1,33.0,Wolfsburg,M'gladbach,1.0,1.0,1.9,3.7,3.8,0.0,-1.9,1-1
2017-05-13FreiburgIngolstadt,SC Freiburg,FC Ingolstadt 04,63.85,59.35,0.4384,0.2989,0.2627,1.44,1.13,Freiburg,Ingolstadt,2016/2017,2017-05-13,D1,33.0,Freiburg,Ingolstadt,1.0,1.0,2.3,3.5,2.95,0.0,-0.6500000000000004,1-1
2017-05-13Werder BremenHoffenheim,Werder Bremen,TSG Hoffenheim,71.42,77.95,0.364,0.3921,0.2439,1.55,1.55,Werder Bremen,Hoffenheim,2016/2017,2017-05-13,D1,33.0,Werder Bremen,Hoffenheim,3.0,5.0,2.6,3.5,2.6,-2.0,0.0,3-5
2017-05-13AugsburgDortmund,FC Augsburg,Borussia Dortmund,61.17,87.02,0.185,0.6022,0.2128,0.98,2.05,Augsburg,Dortmund,2016/2017,2017-05-13,D1,33.0,Augsburg,Dortmund,1.0,1.0,5.5,4.0,1.6,0.0,3.9,1-1
2017-05-13RB LeipzigBayern Munich,RB Leipzig,Bayern Munich,78.12,94.13,0.1951,0.5713,0.2336,0.99,1.84,RB Leipzig,Bayern Munich,2016/2017,2017-05-13,D1,33.0,RB Leipzig,Bayern Munich,4.0,5.0,3.4,3.5,2.1,-1.0,1.2999999999999998,4-5
2017-05-13DarmstadtHertha,SV Darmstadt 98,Hertha Berlin,49.09,66.69,0.3422,0.3731,0.2847,1.09,1.16,Darmstadt,Hertha,2016/2017,2017-05-13,D1,33.0,Darmstadt,Hertha,0.0,2.0,3.4,3.5,2.1,-2.0,1.2999999999999998,0-2
2017-05-13Schalke 04Hamburg,Schalke 04,Hamburg SV,73.05,59.69,0.6331,0.1408,0.2261,1.68,0.73,Schalke 04,Hamburg,2016/2017,2017-05-13,D1,33.0,Schalke 04,Hamburg,1.0,1.0,1.9,3.7,3.8,0.0,-1.9,1-1
2017-05-13MainzEin Frankfurt,Mainz,Eintracht Frankfurt,69.61,68.01,0.4597,0.2466,0.2937,1.21,0.77,Mainz,Ein Frankfurt,2016/2017,2017-05-13,D1,33.0,Mainz,Ein Frankfurt,4.0,2.0,1.7,3.7,5.0,2.0,-3.3,4-2
2017-05-20Ein FrankfurtRB Leipzig,Eintracht Frankfurt,RB Leipzig,66.93,78.93,0.3091,0.4138,0.2772,1.08,1.27,Ein Frankfurt,RB Leipzig,2016/2017,2017-05-20,D1,34.0,Ein Frankfurt,RB Leipzig,2.0,2.0,3.6,3.6,2.0,0.0,1.6,2-2
2017-05-20HerthaLeverkusen,Hertha Berlin,Bayer Leverkusen,68.05,72.77,0.3976,0.3267,0.2757,1.27,1.12,Hertha,Leverkusen,2016/2017,2017-05-20,D1,34.0,Hertha,Leverkusen,2.0,6.0,1.9,3.5,4.1,-4.0,-2.2,2-6
2017-05-20Bayern MunichFreiburg,Bayern Munich,SC Freiburg,93.92,63.01,0.9478,0.0091,0.043,3.07,0.38,Bayern Munich,Freiburg,2016/2017,2017-05-20,D1,34.0,Bayern Munich,Freiburg,4.0,1.0,1.22,7.5,9.5,3.0,-8.28,4-1
2017-05-20M'gladbachDarmstadt,Borussia Monchengladbach,SV Darmstadt 98,73.09,47.61,0.7009,0.1044,0.1947,1.92,0.7,M'gladbach,Darmstadt,2016/2017,2017-05-20,D1,34.0,M'gladbach,Darmstadt,2.0,2.0,1.35,5.3,8.0,0.0,-6.65,2-2
2017-05-20HamburgWolfsburg,Hamburg SV,VfL Wolfsburg,61.21,70.42,0.3493,0.3742,0.2766,1.17,1.2,Hamburg,Wolfsburg,2016/2017,2017-05-20,D1,34.0,Hamburg,Wolfsburg,2.0,1.0,2.4,3.4,2.9,1.0,-0.5,2-1
2017-05-20IngolstadtSchalke 04,FC Ingolstadt 04,Schalke 04,60.22,71.68,0.3853,0.3458,0.2688,1.32,1.2,Ingolstadt,Schalke 04,2016/2017,2017-05-20,D1,34.0,Ingolstadt,Schalke 04,1.0,1.0,2.7,3.5,2.5,0.0,0.20000000000000015,1-1
2017-05-20HoffenheimAugsburg,TSG Hoffenheim,FC Augsburg,78.34,61.59,0.7086,0.1033,0.1881,1.93,0.76,Hoffenheim,Augsburg,2016/2017,2017-05-20,D1,34.0,Hoffenheim,Augsburg,0.0,0.0,1.4,5.0,7.0,0.0,-5.6,0-0
2017-05-20FC KolnMainz,FC Cologne,Mainz,67.33,70.53,0.4136,0.3189,0.2675,1.37,1.15,FC Koln,Mainz,2016/2017,2017-05-20,D1,34.0,FC Koln,Mainz,2.0,0.0,1.55,4.2,5.8,2.0,-4.25,2-0
2017-05-20DortmundWerder Bremen,Borussia Dortmund,Werder Bremen,86.75,70.98,0.7867,0.0771,0.1362,2.5,1.06,Dortmund,Werder Bremen,2016/2017,2017-05-20,D1,34.0,Dortmund,Werder Bremen,4.0,3.0,1.2,7.5,11.0,1.0,-9.8,4-3
2017-08-18Bayern MunichLeverkusen,Bayern Munich,Bayer Leverkusen,92.94,73.82,0.7989,0.0711,0.13,2.92,0.79,Bayern Munich,Leverkusen,2017/2018,2017-08-18,D1,1.0,Bayern Munich,Leverkusen,3.0,1.0,1.3,6.0,8.5,2.0,-7.2,3-1
2017-08-19HamburgAugsburg,Hamburg SV,FC Augsburg,62.91,62.51,0.4509,0.2686,0.2805,1.41,1.02,Hamburg,Augsburg,2017/2018,2017-08-19,D1,1.0,Hamburg,Augsburg,1.0,0.0,2.1,3.4,3.5,1.0,-1.4,1-0
2017-08-19HerthaStuttgart,Hertha Berlin,VfB Stuttgart,65.64,57.75,0.5315,0.2199,0.2486,1.73,1.02,Hertha,Stuttgart,2017/2018,2017-08-19,D1,1.0,Hertha,Stuttgart,2.0,0.0,2.0,3.4,3.8,2.0,-1.7999999999999998,2-0
2017-08-19MainzHannover,Mainz,Hannover 96,67.64,52.99,0.602,0.1561,0.2418,1.75,0.76,Mainz,Hannover,2017/2018,2017-08-19,D1,1.0,Mainz,Hannover,0.0,1.0,2.1,3.4,3.5,-1.0,-1.4,0-1
2017-08-19HoffenheimWerder Bremen,TSG Hoffenheim,Werder Bremen,74.64,69.66,0.5157,0.25,0.2343,1.9,1.26,Hoffenheim,Werder Bremen,2017/2018,2017-08-19,D1,1.0,Hoffenheim,Werder Bremen,1.0,0.0,1.8,3.7,4.3,1.0,-2.5,1-0
2017-08-19WolfsburgDortmund,VfL Wolfsburg,Borussia Dortmund,69.63,85.54,0.2583,0.5029,0.2388,1.26,1.84,Wolfsburg,Dortmund,2017/2018,2017-08-19,D1,1.0,Wolfsburg,Dortmund,0.0,3.0,4.1,3.7,1.85,-3.0,2.25,0-3
2017-08-19Schalke 04RB Leipzig,Schalke 04,RB Leipzig,71.63,74.85,0.4133,0.3225,0.2642,1.49,1.29,Schalke 04,RB Leipzig,2017/2018,2017-08-19,D1,1.0,Schalke 04,RB Leipzig,2.0,0.0,2.6,3.3,2.7,2.0,-0.10000000000000007,2-0
2017-08-20FreiburgEin Frankfurt,SC Freiburg,Eintracht Frankfurt,64.78,66.25,0.4354,0.2873,0.2773,1.41,1.1,Freiburg,Ein Frankfurt,2017/2018,2017-08-20,D1,1.0,Freiburg,Ein Frankfurt,0.0,0.0,2.4,3.4,2.9,0.0,-0.5,0-0
2017-08-20M'gladbachFC Koln,Borussia Monchengladbach,FC Cologne,71.95,69.6,0.4791,0.2628,0.2581,1.62,1.14,M'gladbach,FC Koln,2017/2018,2017-08-20,D1,1.0,M'gladbach,FC Koln,1.0,0.0,2.1,3.4,3.5,1.0,-1.4,1-0
2017-08-25FC KolnHamburg,FC Cologne,Hamburg SV,69.26,62.79,0.5186,0.2158,0.2656,1.57,0.91,FC Koln,Hamburg,2017/2018,2017-08-25,D1,2.0,FC Koln,Hamburg,1.0,3.0,1.9,3.5,4.1,-2.0,-2.2,1-3
2017-08-26StuttgartMainz,VfB Stuttgart,Mainz,57.5,66.47,0.361,0.3693,0.2697,1.34,1.36,Stuttgart,Mainz,2017/2018,2017-08-26,D1,2.0,Stuttgart,Mainz,1.0,0.0,2.3,3.3,3.15,1.0,-0.8500000000000001,1-0
2017-08-26Werder BremenBayern Munich,Werder Bremen,Bayern Munich,69.48,92.64,0.1508,0.6752,0.174,1.22,2.67,Werder Bremen,Bayern Munich,2017/2018,2017-08-26,D1,2.0,Werder Bremen,Bayern Munich,0.0,2.0,9.0,6.5,1.27,-2.0,7.73,0-2
2017-08-26Ein FrankfurtWolfsburg,Eintracht Frankfurt,VfL Wolfsburg,67.45,68.21,0.433,0.2724,0.2946,1.29,0.96,Ein Frankfurt,Wolfsburg,2017/2018,2017-08-26,D1,2.0,Ein Frankfurt,Wolfsburg,0.0,1.0,2.3,3.3,3.15,-1.0,-0.8500000000000001,0-1
2017-08-26LeverkusenHoffenheim,Bayer Leverkusen,TSG Hoffenheim,74.54,74.82,0.4506,0.299,0.2504,1.67,1.32,Leverkusen,Hoffenheim,2017/2018,2017-08-26,D1,2.0,Leverkusen,Hoffenheim,2.0,2.0,2.2,3.4,3.25,0.0,-1.0499999999999998,2-2
2017-08-26AugsburgM'gladbach,FC Augsburg,Borussia Monchengladbach,62.73,72.31,0.3444,0.3792,0.2764,1.26,1.33,Augsburg,M'gladbach,2017/2018,2017-08-26,D1,2.0,Augsburg,M'gladbach,2.0,2.0,3.15,3.3,2.3,0.0,0.8500000000000001,2-2
2017-08-26DortmundHertha,Borussia Dortmund,Hertha Berlin,86.5,65.99,0.7555,0.0805,0.1641,2.39,0.64,Dortmund,Hertha,2017/2018,2017-08-26,D1,2.0,Dortmund,Hertha,2.0,0.0,1.35,5.3,8.0,2.0,-6.65,2-0
2017-08-27RB LeipzigFreiburg,RB Leipzig,SC Freiburg,74.04,63.65,0.5706,0.1921,0.2373,1.84,0.96,RB Leipzig,Freiburg,2017/2018,2017-08-27,D1,2.0,RB Leipzig,Freiburg,4.0,1.0,1.45,4.5,7.0,3.0,-5.55,4-1
2017-08-27HannoverSchalke 04,Hannover 96,Schalke 04,54.38,72.48,0.2657,0.4604,0.2739,1.05,1.47,Hannover,Schalke 04,2017/2018,2017-08-27,D1,2.0,Hannover,Schalke 04,1.0,0.0,3.25,3.4,2.2,1.0,1.0499999999999998,1-0
2017-09-08HamburgRB Leipzig,Hamburg SV,RB Leipzig,64.12,75.05,0.3297,0.40299999999999997,0.2673,1.28,1.45,Hamburg,RB Leipzig,2017/2018,2017-09-08,D1,3.0,Hamburg,RB Leipzig,0.0,2.0,4.1,3.5,1.9,-2.0,2.2,0-2
2017-09-09M'gladbachEin Frankfurt,Borussia Monchengladbach,Eintracht Frankfurt,71.1,66.94,0.4969,0.2324,0.2708,1.52,0.95,M'gladbach,Ein Frankfurt,2017/2018,2017-09-09,D1,3.0,M'gladbach,Ein Frankfurt,0.0,1.0,1.85,3.5,4.3,-1.0,-2.45,0-1
2017-09-09WolfsburgHannover,VfL Wolfsburg,Hannover 96,68.78,55.46,0.5859,0.1582,0.2559,1.63,0.71,Wolfsburg,Hannover,2017/2018,2017-09-09,D1,3.0,Wolfsburg,Hannover,1.0,1.0,2.0,3.4,3.8,0.0,-1.7999999999999998,1-1
2017-09-09FreiburgDortmund,SC Freiburg,Borussia Dortmund,62.44,86.65,0.1835,0.6074,0.2091,1.12,2.18,Freiburg,Dortmund,2017/2018,2017-09-09,D1,3.0,Freiburg,Dortmund,0.0,0.0,6.5,4.2,1.5,0.0,5.0,0-0
2017-09-09MainzLeverkusen,Mainz,Bayer Leverkusen,65.45,74.72,0.3471,0.3942,0.2587,1.4,1.5,Mainz,Leverkusen,2017/2018,2017-09-09,D1,3.0,Mainz,Leverkusen,3.0,1.0,2.65,3.3,2.65,2.0,0.0,3-1
2017-09-09AugsburgFC Koln,FC Augsburg,FC Cologne,63.91,67.88,0.4053,0.319,0.2756,1.38,1.2,Augsburg,FC Koln,2017/2018,2017-09-09,D1,3.0,Augsburg,FC Koln,3.0,0.0,2.5,3.2,2.95,3.0,-0.4500000000000002,3-0
2017-09-09HoffenheimBayern Munich,TSG Hoffenheim,Bayern Munich,74.64,93.06,0.188,0.6002,0.2118,1.12,2.15,Hoffenheim,Bayern Munich,2017/2018,2017-09-09,D1,3.0,Hoffenheim,Bayern Munich,2.0,0.0,7.0,4.5,1.45,2.0,5.55,2-0
